char,tex,pos,size,pos_off,pos_add,offset
健,0,"(480, 54)","(17, 17)","(16, 17)","(0, 0)",20
側,2,"(249, 68)","(16, 17)","(16, 17)","(0, 0)",20
偵,1,"(54, 90)","(17, 17)","(16, 17)","(0, 0)",20
偶,0,"(342, 289)","(17, 17)","(16, 17)","(0, 0)",20
偽,1,"(216, 72)","(17, 17)","(16, 17)","(0, 0)",20
傍,1,"(234, 288)","(17, 17)","(16, 17)","(0, 0)",20
傑,0,"(306, 91)","(17, 17)","(16, 17)","(0, 0)",20
備,1,"(414, 324)","(17, 17)","(16, 17)","(0, 0)",20
催,0,"(486, 455)","(17, 17)","(16, 17)","(0, 0)",20
傷,0,"(0, 343)","(17, 17)","(16, 17)","(0, 0)",20
傾,1,"(288, 342)","(17, 17)","(16, 17)","(0, 0)",20
働,1,"(90, 18)","(17, 17)","(16, 17)","(0, 0)",20
像,1,"(378, 288)","(17, 17)","(16, 17)","(0, 0)",20
僧,0,"(36, 415)","(17, 17)","(16, 17)","(0, 0)",20
儀,1,"(90, 162)","(17, 17)","(16, 17)","(0, 0)",20
償,1,"(414, 198)","(17, 17)","(16, 17)","(0, 0)",20
優,0,"(36, 361)","(17, 17)","(16, 17)","(0, 0)",20
儲,0,"(216, 361)","(17, 17)","(16, 17)","(0, 0)",20
元,1,"(53, 465)","(17, 16)","(16, 17)","(0, 1)",20
兄,2,"(210, 103)","(17, 16)","(16, 17)","(0, 1)",20
充,1,"(54, 72)","(17, 17)","(16, 17)","(0, 0)",20
兆,0,"(450, 454)","(17, 17)","(16, 17)","(0, 0)",20
先,1,"(144, 144)","(17, 17)","(16, 17)","(0, 0)",20
光,1,"(162, 162)","(17, 17)","(16, 17)","(0, 0)",20
免,1,"(396, 18)","(17, 17)","(16, 17)","(0, 0)",20
児,1,"(143, 481)","(17, 16)","(16, 17)","(0, 1)",20
党,1,"(378, 18)","(17, 17)","(16, 17)","(0, 0)",20
入,1,"(174, 430)","(17, 16)","(16, 17)","(0, 1)",20
全,2,"(337, 0)","(17, 16)","(16, 17)","(0, 0)",20
八,2,"(139, 255)","(17, 15)","(16, 17)","(0, 1)",20
公,1,"(355, 378)","(17, 16)","(16, 17)","(1, 0)",20
六,1,"(125, 466)","(17, 16)","(16, 17)","(0, 0)",20
共,1,"(324, 144)","(17, 17)","(16, 17)","(0, 0)",20
兵,1,"(324, 288)","(17, 17)","(16, 17)","(0, 0)",20
具,2,"(407, 86)","(17, 16)","(16, 17)","(0, 1)",20
典,1,"(108, 180)","(17, 17)","(16, 17)","(0, 0)",20
兼,1,"(180, 0)","(17, 17)","(16, 17)","(0, 0)",20
内,2,"(283, 85)","(15, 17)","(16, 17)","(1, 0)",20
円,2,"(192, 136)","(15, 17)","(16, 17)","(1, 1)",20
冊,2,"(36, 51)","(17, 16)","(16, 17)","(0, 1)",20
再,2,"(212, 34)","(17, 16)","(16, 17)","(0, 1)",20
冒,2,"(496, 171)","(15, 16)","(16, 17)","(1, 1)",20
冗,2,"(352, 120)","(17, 16)","(16, 17)","(0, 1)",20
写,1,"(18, 465)","(17, 16)","(16, 17)","(0, 1)",20
冠,1,"(226, 430)","(17, 16)","(16, 17)","(0, 1)",20
冥,2,"(213, 68)","(17, 16)","(16, 17)","(0, 1)",20
冬,1,"(288, 198)","(17, 17)","(16, 17)","(0, 0)",20
冴,2,"(319, 0)","(17, 16)","(16, 17)","(0, 1)",20
冶,1,"(378, 90)","(17, 17)","(16, 17)","(0, 0)",20
冷,1,"(468, 198)","(17, 17)","(16, 17)","(0, 0)",20
凍,1,"(216, 0)","(17, 17)","(16, 17)","(0, 0)",20
凛,1,"(342, 234)","(17, 17)","(16, 17)","(0, 0)",20
凜,1,"(108, 198)","(17, 17)","(16, 17)","(0, 0)",20
凝,0,"(324, 379)","(17, 17)","(16, 17)","(0, 0)",20
几,2,"(299, 121)","(17, 16)","(16, 17)","(0, 1)",20
処,1,"(0, 234)","(17, 17)","(16, 17)","(0, 0)",20
凶,2,"(177, 254)","(15, 15)","(16, 17)","(1, 1)",20
出,2,"(276, 189)","(16, 16)","(16, 17)","(1, 0)",20
刀,2,"(135, 186)","(16, 16)","(16, 17)","(1, 1)",20
刃,2,"(67, 172)","(16, 16)","(16, 17)","(1, 1)",20
分,0,"(216, 469)","(17, 17)","(16, 17)","(0, 0)",20
切,1,"(198, 342)","(17, 17)","(16, 17)","(0, 0)",20
刈,2,"(234, 480)","(16, 17)","(16, 17)","(0, 0)",20
刊,2,"(83, 208)","(16, 17)","(16, 17)","(0, 0)",20
刑,1,"(126, 54)","(17, 17)","(16, 17)","(0, 0)",20
列,2,"(457, 123)","(16, 17)","(16, 17)","(0, 0)",20
初,1,"(270, 252)","(17, 17)","(16, 17)","(0, 0)",20
判,1,"(252, 216)","(17, 17)","(16, 17)","(0, 0)",20
別,1,"(104, 396)","(16, 17)","(16, 17)","(0, 0)",20
利,2,"(246, 120)","(16, 17)","(16, 17)","(0, 0)",20
到,1,"(270, 234)","(17, 17)","(16, 17)","(0, 0)",20
制,1,"(191, 448)","(16, 17)","(16, 17)","(0, 0)",20
刷,0,"(414, 414)","(17, 17)","(16, 17)","(0, 0)",20
券,1,"(90, 54)","(17, 17)","(16, 17)","(0, 0)",20
刹,1,"(180, 234)","(17, 17)","(16, 17)","(0, 0)",20
刺,0,"(408, 19)","(17, 17)","(16, 17)","(0, 0)",20
刻,1,"(450, 306)","(17, 17)","(16, 17)","(0, 0)",20
剃,1,"(306, 126)","(17, 17)","(16, 17)","(0, 0)",20
則,2,"(301, 69)","(16, 17)","(16, 17)","(0, 0)",20
削,1,"(368, 430)","(16, 17)","(16, 17)","(1, 0)",20
前,1,"(198, 162)","(17, 17)","(16, 17)","(0, 0)",20
剖,1,"(423, 412)","(16, 17)","(16, 17)","(0, 0)",20
剣,1,"(162, 378)","(16, 17)","(16, 17)","(0, 0)",20
剤,1,"(342, 342)","(17, 17)","(16, 17)","(0, 0)",20
副,2,"(123, 35)","(16, 17)","(16, 17)","(0, 0)",20
割,1,"(445, 378)","(16, 17)","(16, 17)","(0, 0)",20
創,1,"(234, 198)","(17, 17)","(16, 17)","(0, 0)",20
劇,1,"(336, 395)","(16, 17)","(16, 17)","(0, 0)",20
力,1,"(403, 446)","(16, 17)","(16, 17)","(1, 0)",20
功,1,"(144, 126)","(17, 17)","(16, 17)","(0, 0)",20
加,2,"(53, 68)","(16, 17)","(16, 17)","(0, 0)",20
劣,1,"(270, 270)","(17, 17)","(16, 17)","(0, 0)",20
助,1,"(396, 72)","(17, 17)","(16, 17)","(0, 0)",20
励,0,"(126, 55)","(17, 17)","(16, 17)","(0, 0)",20
労,2,"(35, 17)","(16, 17)","(16, 17)","(1, 0)",20
効,1,"(36, 324)","(17, 17)","(16, 17)","(0, 0)",20
勇,1,"(423, 430)","(17, 16)","(16, 17)","(0, 1)",20
勉,1,"(360, 342)","(17, 17)","(16, 17)","(0, 0)",20
動,0,"(162, 433)","(17, 17)","(16, 17)","(0, 0)",20
務,1,"(450, 234)","(17, 17)","(16, 17)","(0, 0)",20
勝,0,"(234, 216)","(17, 17)","(16, 17)","(0, 0)",20
募,0,"(378, 377)","(17, 17)","(16, 17)","(0, 0)",20
勢,0,"(144, 271)","(17, 17)","(16, 17)","(0, 0)",20
勤,1,"(342, 108)","(17, 17)","(16, 17)","(0, 0)",20
勲,0,"(232, 145)","(17, 17)","(16, 17)","(0, 0)",20
匂,1,"(388, 395)","(16, 17)","(16, 17)","(0, 0)",20
包,1,"(180, 90)","(17, 17)","(16, 17)","(0, 0)",20
化,1,"(396, 0)","(17, 17)","(16, 17)","(0, 0)",20
北,1,"(396, 198)","(17, 17)","(16, 17)","(0, 0)",20
匠,2,"(310, 175)","(16, 16)","(16, 17)","(1, 1)",20
匹,2,"(145, 239)","(16, 15)","(16, 17)","(1, 1)",20
区,2,"(177, 238)","(16, 15)","(16, 17)","(1, 1)",20
医,2,"(244, 138)","(16, 16)","(16, 17)","(1, 1)",20
匿,2,"(194, 238)","(16, 15)","(16, 17)","(1, 1)",20
十,0,"(486, 131)","(17, 17)","(16, 17)","(0, 0)",20
千,0,"(414, 396)","(17, 17)","(16, 17)","(0, 1)",20
午,0,"(90, 109)","(17, 17)","(16, 17)","(0, 0)",20
半,0,"(306, 415)","(17, 17)","(16, 17)","(0, 0)",20
卑,1,"(180, 270)","(17, 17)","(16, 17)","(0, 0)",20
卒,1,"(432, 234)","(17, 17)","(16, 17)","(0, 0)",20
卓,0,"(324, 487)","(17, 17)","(16, 17)","(0, 0)",20
協,1,"(144, 108)","(17, 17)","(16, 17)","(0, 0)",20
南,1,"(288, 18)","(17, 17)","(16, 17)","(0, 0)",20
単,0,"(432, 414)","(17, 17)","(16, 17)","(0, 0)",20
博,1,"(288, 36)","(17, 17)","(16, 17)","(0, 0)",20
卜,2,"(498, 0)","(11, 17)","(16, 17)","(4, 0)",20
占,2,"(244, 173)","(16, 16)","(16, 17)","(1, 0)",20
印,1,"(441, 430)","(16, 17)","(16, 17)","(1, 0)",20
危,1,"(342, 144)","(17, 17)","(16, 17)","(0, 0)",20
即,2,"(312, 158)","(16, 16)","(16, 17)","(0, 1)",20
却,0,"(342, 397)","(17, 17)","(16, 17)","(0, 0)",20
卿,0,"(18, 397)","(17, 17)","(16, 17)","(0, 0)",20
厚,1,"(54, 448)","(17, 16)","(16, 17)","(0, 1)",20
原,2,"(158, 51)","(17, 16)","(16, 17)","(0, 1)",20
厳,1,"(396, 162)","(17, 17)","(16, 17)","(0, 0)",20
去,0,"(270, 270)","(17, 17)","(16, 17)","(0, 0)",20
参,1,"(288, 270)","(17, 17)","(16, 17)","(0, 0)",20
及,2,"(406, 120)","(17, 16)","(16, 17)","(0, 1)",20
友,1,"(18, 90)","(17, 17)","(16, 17)","(0, 0)",20
双,2,"(492, 120)","(17, 16)","(16, 17)","(0, 1)",20
反,1,"(139, 449)","(17, 16)","(16, 17)","(0, 1)",20
収,0,"(108, 451)","(17, 17)","(16, 17)","(0, 0)",20
叔,2,"(108, 480)","(17, 17)","(16, 17)","(0, 0)",20
取,1,"(450, 144)","(17, 17)","(16, 17)","(0, 1)",20
受,0,"(428, 0)","(17, 17)","(16, 17)","(0, 1)",20
口,2,"(296, 260)","(14, 14)","(16, 17)","(1, 2)",20
古,1,"(324, 72)","(17, 17)","(16, 17)","(0, 0)",20
句,1,"(54, 126)","(17, 17)","(16, 17)","(0, 0)",20
叩,2,"(191, 188)","(16, 16)","(16, 17)","(1, 1)",20
叫,1,"(316, 481)","(16, 17)","(16, 17)","(1, 0)",20
召,2,"(75, 243)","(16, 15)","(16, 17)","(1, 1)",20
叭,2,"(101, 159)","(16, 16)","(16, 17)","(1, 1)",20
可,1,"(298, 465)","(17, 16)","(16, 17)","(0, 1)",20
台,1,"(156, 414)","(17, 16)","(16, 17)","(0, 0)",20
史,0,"(432, 216)","(17, 17)","(16, 17)","(0, 0)",20
右,1,"(494, 446)","(17, 16)","(16, 17)","(0, 0)",20
叶,1,"(36, 234)","(17, 17)","(16, 17)","(1, 0)",20
号,1,"(68, 484)","(17, 16)","(16, 17)","(0, 1)",20
司,2,"(152, 188)","(16, 16)","(16, 17)","(1, 1)",20
吃,1,"(17, 482)","(16, 17)","(16, 17)","(1, 0)",20
各,2,"(34, 85)","(17, 16)","(16, 17)","(0, 0)",20
合,2,"(228, 120)","(17, 16)","(16, 17)","(0, 0)",20
吉,1,"(353, 395)","(17, 16)","(16, 17)","(0, 0)",20
吊,2,"(121, 156)","(16, 16)","(16, 17)","(1, 1)",20
同,1,"(34, 413)","(15, 17)","(16, 17)","(1, 1)",20
名,2,"(35, 121)","(16, 16)","(16, 17)","(0, 0)",20
吏,1,"(216, 288)","(17, 17)","(16, 17)","(0, 0)",20
吐,2,"(283, 68)","(17, 16)","(16, 17)","(1, 0)",20
向,1,"(210, 466)","(15, 17)","(16, 17)","(1, 0)",20
君,1,"(440, 413)","(17, 16)","(16, 17)","(0, 1)",20
否,2,"(208, 137)","(17, 16)","(16, 17)","(0, 1)",20
含,1,"(486, 288)","(17, 17)","(16, 17)","(0, 0)",20
吸,2,"(230, 0)","(17, 16)","(16, 17)","(1, 1)",20
吹,1,"(192, 413)","(16, 17)","(16, 17)","(1, 0)",20
吻,1,"(403, 482)","(16, 17)","(16, 17)","(1, 0)",20
吾,1,"(283, 378)","(17, 16)","(16, 17)","(0, 1)",20
呂,2,"(150, 205)","(15, 16)","(16, 17)","(1, 1)",20
告,1,"(54, 144)","(17, 17)","(16, 17)","(0, 0)",20
周,2,"(413, 174)","(16, 16)","(16, 17)","(0, 1)",20
呪,2,"(277, 138)","(16, 16)","(16, 17)","(1, 1)",20
味,1,"(18, 198)","(17, 17)","(16, 17)","(1, 0)",20
呼,1,"(108, 216)","(17, 17)","(16, 17)","(1, 1)",20
命,1,"(36, 252)","(17, 17)","(16, 17)","(0, 0)",20
和,1,"(432, 270)","(17, 17)","(16, 17)","(0, 0)",20
咲,1,"(108, 108)","(17, 17)","(16, 17)","(1, 0)",20
哀,1,"(216, 324)","(17, 17)","(16, 17)","(0, 0)",20
品,2,"(174, 138)","(16, 16)","(16, 17)","(1, 1)",20
哉,0,"(198, 469)","(17, 17)","(16, 17)","(0, 0)",20
員,1,"(180, 18)","(17, 17)","(16, 17)","(0, 1)",20
哲,2,"(283, 51)","(17, 16)","(16, 17)","(0, 0)",20
唄,2,"(195, 68)","(17, 16)","(16, 17)","(1, 1)",20
唇,1,"(427, 378)","(17, 16)","(16, 17)","(0, 1)",20
唐,1,"(50, 430)","(17, 16)","(16, 17)","(0, 0)",20
唯,2,"(320, 34)","(16, 17)","(16, 17)","(1, 0)",20
唱,2,"(118, 173)","(16, 16)","(16, 17)","(1, 1)",20
商,0,"(340, 163)","(17, 17)","(16, 17)","(0, 0)",20
問,2,"(329, 170)","(16, 16)","(16, 17)","(1, 1)",20
啓,0,"(256, 18)","(17, 17)","(16, 17)","(0, 0)",20
善,1,"(288, 180)","(17, 17)","(16, 17)","(0, 0)",20
喇,1,"(70, 396)","(16, 17)","(16, 17)","(1, 0)",20
喚,0,"(270, 90)","(17, 17)","(16, 17)","(1, 0)",20
喜,1,"(342, 288)","(17, 17)","(16, 17)","(0, 0)",20
喝,1,"(420, 447)","(16, 17)","(16, 17)","(1, 1)",20
喪,1,"(378, 216)","(17, 17)","(16, 17)","(0, 0)",20
喫,1,"(126, 216)","(17, 17)","(16, 17)","(1, 0)",20
喰,1,"(378, 36)","(17, 17)","(16, 17)","(1, 0)",20
営,1,"(156, 431)","(16, 17)","(16, 17)","(1, 0)",20
嗅,1,"(360, 252)","(17, 17)","(16, 17)","(1, 0)",20
嗚,1,"(216, 342)","(17, 17)","(16, 17)","(1, 0)",20
嘆,2,"(456, 51)","(16, 17)","(16, 17)","(1, 0)",20
噂,1,"(270, 54)","(17, 17)","(16, 17)","(1, 0)",20
噛,0,"(36, 451)","(17, 17)","(16, 17)","(1, 0)",20
器,1,"(68, 431)","(17, 16)","(16, 17)","(0, 1)",20
噴,1,"(90, 342)","(17, 17)","(16, 17)","(1, 0)",20
囁,1,"(234, 252)","(17, 17)","(16, 17)","(1, 1)",20
囚,2,"(255, 208)","(15, 16)","(16, 17)","(1, 1)",20
四,2,"(46, 224)","(16, 15)","(16, 17)","(1, 1)",20
回,2,"(84, 157)","(16, 16)","(16, 17)","(1, 1)",20
因,2,"(36, 35)","(15, 15)","(16, 17)","(1, 1)",20
団,2,"(424, 122)","(16, 16)","(16, 17)","(1, 1)",20
困,2,"(490, 154)","(16, 16)","(16, 17)","(1, 1)",20
囲,2,"(495, 188)","(15, 16)","(16, 17)","(1, 1)",20
図,2,"(70, 136)","(16, 16)","(16, 17)","(1, 1)",20
固,2,"(361, 188)","(15, 16)","(16, 17)","(1, 1)",20
国,2,"(335, 124)","(16, 16)","(16, 17)","(1, 1)",20
園,2,"(67, 206)","(15, 16)","(16, 17)","(1, 1)",20
圓,2,"(239, 207)","(15, 16)","(16, 17)","(1, 1)",20
土,1,"(226, 413)","(17, 16)","(16, 17)","(0, 0)",20
圧,2,"(138, 170)","(17, 15)","(16, 17)","(0, 1)",20
在,1,"(486, 270)","(17, 17)","(16, 17)","(0, 0)",20
圭,2,"(408, 69)","(17, 16)","(16, 17)","(0, 0)",20
地,0,"(55, 19)","(17, 17)","(16, 17)","(0, 0)",20
均,0,"(255, 36)","(17, 17)","(16, 17)","(0, 0)",20
坊,1,"(378, 360)","(17, 17)","(16, 17)","(0, 0)",20
垂,2,"(216, 480)","(17, 16)","(16, 17)","(0, 0)",20
型,2,"(139, 136)","(17, 16)","(16, 17)","(0, 0)",20
埋,1,"(208, 449)","(17, 16)","(16, 17)","(0, 1)",20
城,1,"(54, 342)","(17, 17)","(16, 17)","(0, 0)",20
域,1,"(396, 108)","(17, 17)","(16, 17)","(0, 0)",20
執,1,"(72, 360)","(17, 17)","(16, 17)","(0, 0)",20
基,2,"(212, 0)","(17, 16)","(16, 17)","(0, 0)",20
堀,2,"(139, 153)","(17, 16)","(16, 17)","(0, 1)",20
堂,1,"(252, 18)","(17, 17)","(16, 17)","(0, 0)",20
堅,2,"(52, 121)","(17, 16)","(16, 17)","(0, 1)",20
報,1,"(0, 162)","(17, 17)","(16, 17)","(0, 0)",20
場,1,"(72, 324)","(17, 17)","(16, 17)","(0, 0)",20
塀,1,"(288, 234)","(17, 17)","(16, 17)","(0, 1)",20
塔,1,"(490, 463)","(17, 16)","(16, 17)","(0, 0)",20
塗,1,"(494, 429)","(17, 16)","(16, 17)","(0, 0)",20
塩,2,"(386, 34)","(17, 16)","(16, 17)","(0, 0)",20
填,1,"(54, 108)","(17, 17)","(16, 17)","(0, 0)",20
境,0,"(390, 74)","(17, 17)","(16, 17)","(0, 0)",20
墓,1,"(90, 360)","(17, 17)","(16, 17)","(0, 0)",20
増,0,"(378, 92)","(17, 17)","(16, 17)","(0, 0)",20
墜,1,"(414, 216)","(17, 17)","(16, 17)","(0, 0)",20
墨,2,"(370, 136)","(17, 16)","(16, 17)","(0, 1)",20
壁,2,"(301, 17)","(17, 16)","(16, 17)","(0, 0)",20
壊,1,"(162, 198)","(17, 17)","(16, 17)","(0, 0)",20
士,2,"(353, 86)","(17, 16)","(16, 17)","(0, 0)",20
壮,0,"(216, 91)","(17, 17)","(16, 17)","(0, 0)",20
声,0,"(390, 37)","(17, 17)","(16, 17)","(0, 0)",20
壱,1,"(378, 252)","(17, 17)","(16, 17)","(0, 0)",20
売,1,"(0, 252)","(17, 17)","(16, 17)","(0, 0)",20
壺,0,"(162, 73)","(17, 17)","(16, 17)","(0, 0)",20
変,1,"(396, 270)","(17, 17)","(16, 17)","(0, 0)",20
夏,2,"(192, 102)","(17, 16)","(16, 17)","(0, 1)",20
夕,2,"(18, 119)","(16, 17)","(16, 17)","(1, 0)",20
外,0,"(343, 55)","(17, 17)","(16, 17)","(0, 0)",20
多,1,"(468, 324)","(17, 17)","(16, 17)","(0, 0)",20
夜,1,"(468, 234)","(17, 17)","(16, 17)","(0, 0)",20
夢,1,"(36, 216)","(17, 17)","(16, 17)","(0, 0)",20
大,1,"(342, 270)","(17, 17)","(16, 17)","(0, 0)",20
天,1,"(337, 378)","(17, 16)","(16, 17)","(0, 1)",20
太,1,"(54, 180)","(17, 17)","(16, 17)","(0, 0)",20
夫,0,"(180, 108)","(17, 17)","(16, 17)","(0, 0)",20
央,1,"(360, 234)","(17, 17)","(16, 17)","(0, 0)",20
失,1,"(252, 360)","(17, 17)","(16, 17)","(0, 0)",20
奇,1,"(90, 252)","(17, 17)","(16, 17)","(0, 0)",20
奈,0,"(417, 72)","(17, 17)","(16, 17)","(0, 0)",20
奉,1,"(342, 72)","(17, 17)","(16, 17)","(0, 0)",20
奏,0,"(0, 91)","(17, 17)","(16, 17)","(0, 0)",20
契,1,"(270, 198)","(17, 17)","(16, 17)","(0, 0)",20
套,1,"(378, 144)","(17, 17)","(16, 17)","(0, 0)",20
奥,0,"(108, 145)","(17, 17)","(16, 17)","(0, 0)",20
奪,0,"(360, 399)","(17, 17)","(16, 17)","(0, 0)",20
奮,1,"(324, 270)","(17, 17)","(16, 17)","(0, 0)",20
女,0,"(489, 76)","(17, 17)","(16, 17)","(0, 0)",20
奴,1,"(18, 342)","(17, 17)","(16, 17)","(0, 0)",20
好,0,"(306, 127)","(17, 17)","(16, 17)","(0, 0)",20
如,1,"(437, 466)","(16, 17)","(16, 17)","(0, 0)",20
妃,0,"(486, 491)","(17, 17)","(16, 17)","(0, 0)",20
妄,1,"(324, 108)","(17, 17)","(16, 17)","(0, 0)",20
妖,1,"(72, 378)","(17, 17)","(16, 17)","(0, 0)",20
妙,1,"(36, 126)","(17, 17)","(16, 17)","(0, 0)",20
妨,1,"(180, 72)","(17, 17)","(16, 17)","(0, 0)",20
妹,0,"(444, 36)","(17, 17)","(16, 17)","(0, 0)",20
妻,1,"(432, 198)","(17, 17)","(16, 17)","(0, 0)",20
姉,1,"(306, 180)","(17, 17)","(16, 17)","(0, 0)",20
始,1,"(414, 144)","(17, 17)","(16, 17)","(0, 0)",20
姓,1,"(360, 324)","(17, 17)","(16, 17)","(0, 0)",20
委,2,"(180, 480)","(17, 17)","(16, 17)","(0, 0)",20
姫,1,"(72, 72)","(17, 17)","(16, 17)","(0, 0)",20
姿,0,"(304, 163)","(17, 17)","(16, 17)","(0, 0)",20
威,1,"(36, 360)","(17, 17)","(16, 17)","(0, 0)",20
娘,0,"(408, 90)","(17, 17)","(16, 17)","(0, 0)",20
娯,0,"(324, 127)","(17, 17)","(16, 17)","(0, 0)",20
婆,0,"(18, 127)","(17, 17)","(16, 17)","(0, 0)",20
婚,0,"(198, 55)","(17, 17)","(16, 17)","(0, 0)",20
婦,1,"(162, 108)","(17, 17)","(16, 17)","(0, 0)",20
嫁,1,"(198, 360)","(17, 17)","(16, 17)","(0, 0)",20
嫌,0,"(90, 199)","(17, 17)","(16, 17)","(0, 0)",20
嬢,0,"(36, 127)","(17, 17)","(16, 17)","(0, 0)",20
子,2,"(228, 103)","(17, 16)","(16, 17)","(0, 1)",20
孔,0,"(144, 55)","(17, 17)","(16, 17)","(0, 0)",20
字,1,"(360, 126)","(17, 17)","(16, 17)","(0, 0)",20
存,1,"(324, 324)","(17, 17)","(16, 17)","(0, 0)",20
季,1,"(396, 288)","(17, 17)","(16, 17)","(0, 0)",20
孤,1,"(198, 306)","(17, 17)","(16, 17)","(0, 1)",20
学,0,"(90, 73)","(17, 17)","(16, 17)","(0, 0)",20
宅,0,"(446, 0)","(17, 17)","(16, 17)","(0, 0)",20
宇,1,"(324, 360)","(17, 17)","(16, 17)","(0, 0)",20
守,1,"(180, 324)","(17, 17)","(16, 17)","(0, 0)",20
安,1,"(414, 360)","(17, 17)","(16, 17)","(0, 0)",20
完,0,"(428, 18)","(17, 17)","(16, 17)","(0, 0)",20
宏,1,"(270, 306)","(17, 17)","(16, 17)","(0, 0)",20
官,2,"(443, 69)","(16, 17)","(16, 17)","(1, 0)",20
宙,2,"(104, 142)","(16, 16)","(16, 17)","(1, 0)",20
定,0,"(126, 37)","(17, 17)","(16, 17)","(0, 0)",20
宛,1,"(360, 0)","(17, 17)","(16, 17)","(0, 0)",20
宝,2,"(18, 35)","(17, 16)","(16, 17)","(0, 0)",20
実,0,"(444, 54)","(17, 17)","(16, 17)","(0, 0)",20
客,0,"(234, 73)","(17, 17)","(16, 17)","(0, 0)",20
宣,1,"(86, 414)","(17, 16)","(16, 17)","(0, 0)",20
室,1,"(405, 429)","(17, 16)","(16, 17)","(0, 0)",20
宮,2,"(336, 70)","(16, 17)","(16, 17)","(1, 0)",20
害,0,"(378, 110)","(17, 17)","(16, 17)","(0, 0)",20
宵,2,"(50, 189)","(16, 17)","(16, 17)","(1, 0)",20
家,2,"(301, 51)","(16, 17)","(16, 17)","(1, 0)",20
容,1,"(162, 252)","(17, 17)","(16, 17)","(0, 0)",20
宿,1,"(414, 288)","(17, 17)","(16, 17)","(0, 0)",20
寂,1,"(234, 126)","(17, 17)","(16, 17)","(0, 0)",20
寄,1,"(18, 360)","(17, 17)","(16, 17)","(0, 0)",20
密,0,"(108, 91)","(17, 17)","(16, 17)","(1, 0)",20
富,1,"(193, 466)","(16, 17)","(16, 17)","(1, 0)",20
寒,1,"(306, 252)","(17, 17)","(16, 17)","(0, 0)",20
寛,1,"(162, 270)","(17, 17)","(16, 17)","(0, 0)",20
寝,1,"(342, 306)","(17, 17)","(16, 17)","(0, 0)",20
察,0,"(289, 54)","(17, 17)","(16, 17)","(0, 0)",20
審,2,"(443, 105)","(17, 16)","(16, 17)","(0, 0)",20
寮,1,"(162, 360)","(17, 17)","(16, 17)","(0, 0)",20
寸,1,"(108, 270)","(17, 17)","(16, 17)","(0, 0)",20
寺,0,"(214, 145)","(17, 17)","(16, 17)","(0, 0)",20
対,0,"(234, 91)","(17, 17)","(16, 17)","(0, 0)",20
寿,1,"(324, 162)","(17, 17)","(16, 17)","(0, 0)",20
封,1,"(18, 144)","(17, 17)","(16, 17)","(0, 0)",20
専,1,"(306, 90)","(17, 17)","(16, 17)","(0, 0)",20
射,1,"(342, 324)","(17, 17)","(16, 17)","(0, 0)",20
将,1,"(252, 342)","(17, 17)","(16, 17)","(0, 0)",20
尊,0,"(201, 19)","(17, 17)","(16, 17)","(0, 0)",20
尋,1,"(298, 431)","(17, 16)","(16, 17)","(0, 1)",20
導,0,"(180, 90)","(17, 17)","(16, 17)","(0, 0)",20
小,1,"(396, 324)","(17, 17)","(16, 17)","(0, 0)",20
少,0,"(306, 433)","(17, 17)","(16, 17)","(0, 0)",20
就,0,"(0, 37)","(17, 17)","(16, 17)","(0, 0)",20
尼,1,"(318, 429)","(17, 16)","(16, 17)","(0, 1)",20
尽,1,"(472, 463)","(17, 16)","(16, 17)","(0, 1)",20
尾,2,"(352, 103)","(17, 16)","(16, 17)","(0, 1)",20
局,2,"(462, 171)","(16, 16)","(16, 17)","(0, 1)",20
居,1,"(52, 396)","(17, 16)","(16, 17)","(0, 1)",20
屈,2,"(50, 172)","(16, 16)","(16, 17)","(0, 1)",20
届,2,"(17, 155)","(16, 16)","(16, 17)","(0, 1)",20
屋,1,"(283, 412)","(17, 16)","(16, 17)","(0, 1)",20
屍,1,"(458, 431)","(17, 16)","(16, 17)","(0, 1)",20
展,1,"(454, 465)","(17, 16)","(16, 17)","(0, 1)",20
属,1,"(454, 482)","(17, 16)","(16, 17)","(0, 1)",20
屠,2,"(317, 87)","(17, 16)","(16, 17)","(0, 1)",20
層,2,"(430, 175)","(16, 16)","(16, 17)","(0, 1)",20
履,2,"(248, 0)","(17, 16)","(16, 17)","(0, 1)",20
山,2,"(157, 155)","(16, 16)","(16, 17)","(1, 0)",20
岐,1,"(198, 270)","(17, 17)","(16, 17)","(1, 0)",20
岬,2,"(213, 85)","(16, 17)","(16, 17)","(1, 0)",20
岸,0,"(217, 37)","(17, 17)","(16, 17)","(0, 0)",20
峙,0,"(324, 397)","(17, 17)","(16, 17)","(1, 0)",20
峡,0,"(145, 19)","(17, 17)","(16, 17)","(1, 0)",20
峰,0,"(180, 307)","(17, 17)","(16, 17)","(1, 0)",20
島,1,"(450, 288)","(17, 17)","(16, 17)","(1, 0)",20
崩,1,"(301, 413)","(16, 17)","(16, 17)","(0, 0)",20
嶋,0,"(36, 145)","(17, 17)","(16, 17)","(1, 0)",20
川,1,"(122, 430)","(16, 17)","(16, 17)","(0, 0)",20
州,2,"(195, 0)","(16, 17)","(16, 17)","(0, 0)",20
巡,0,"(144, 433)","(17, 17)","(16, 17)","(0, 1)",20
巣,1,"(252, 144)","(17, 17)","(16, 17)","(0, 0)",20
工,1,"(261, 497)","(17, 14)","(16, 17)","(0, 2)",20
