char,tex,pos,size,pos_off,pos_add,offset
欧,1,"(324, 180)","(17, 17)","(16, 17)","(1, 0)",20
欲,1,"(432, 0)","(17, 17)","(16, 17)","(0, 0)",20
欺,1,"(468, 162)","(17, 17)","(16, 17)","(0, 0)",20
歌,0,"(18, 379)","(17, 17)","(16, 17)","(0, 0)",20
歓,0,"(414, 378)","(17, 17)","(16, 17)","(0, 0)",20
止,2,"(371, 102)","(17, 16)","(16, 17)","(0, 0)",20
正,2,"(390, 207)","(17, 15)","(16, 17)","(0, 1)",20
武,0,"(54, 343)","(17, 17)","(16, 17)","(0, 0)",20
歩,0,"(300, 18)","(17, 17)","(16, 17)","(0, 0)",20
歪,2,"(263, 121)","(17, 16)","(16, 17)","(0, 1)",20
歯,0,"(90, 217)","(17, 17)","(16, 17)","(0, 0)",20
歳,0,"(162, 379)","(17, 17)","(16, 17)","(0, 0)",20
歴,1,"(262, 429)","(17, 16)","(16, 17)","(0, 1)",20
死,2,"(409, 0)","(17, 16)","(16, 17)","(0, 1)",20
殊,1,"(432, 180)","(17, 17)","(16, 17)","(0, 0)",20
残,0,"(468, 455)","(17, 17)","(16, 17)","(0, 0)",20
殖,0,"(288, 415)","(17, 17)","(16, 17)","(0, 0)",20
殴,2,"(355, 0)","(17, 16)","(16, 17)","(1, 1)",20
段,1,"(324, 54)","(17, 17)","(16, 17)","(0, 0)",20
殺,1,"(0, 108)","(17, 17)","(16, 17)","(0, 0)",20
殿,1,"(198, 252)","(17, 17)","(16, 17)","(0, 1)",20
母,2,"(246, 103)","(17, 16)","(16, 17)","(0, 1)",20
毎,1,"(306, 324)","(17, 17)","(16, 17)","(0, 0)",20
毒,0,"(126, 163)","(17, 17)","(16, 17)","(0, 0)",20
比,0,"(144, 451)","(17, 17)","(16, 17)","(0, 0)",20
毛,1,"(420, 484)","(17, 16)","(16, 17)","(0, 1)",20
氏,0,"(324, 469)","(17, 17)","(16, 17)","(0, 0)",20
民,1,"(352, 448)","(17, 16)","(16, 17)","(0, 1)",20
気,0,"(72, 235)","(17, 17)","(16, 17)","(0, 0)",20
水,0,"(144, 91)","(17, 17)","(16, 17)","(0, 0)",20
氷,1,"(270, 90)","(17, 17)","(16, 17)","(0, 0)",20
永,0,"(36, 73)","(17, 17)","(16, 17)","(0, 0)",20
求,0,"(270, 360)","(17, 17)","(16, 17)","(0, 0)",20
汗,1,"(288, 90)","(17, 17)","(16, 17)","(0, 1)",20
汚,1,"(198, 36)","(17, 17)","(16, 17)","(0, 1)",20
汝,0,"(360, 309)","(17, 17)","(16, 17)","(0, 0)",20
江,1,"(54, 0)","(17, 17)","(16, 17)","(0, 1)",20
池,1,"(270, 36)","(17, 17)","(16, 17)","(0, 0)",20
汰,1,"(468, 342)","(17, 17)","(16, 17)","(0, 0)",20
決,1,"(198, 180)","(17, 17)","(16, 17)","(0, 0)",20
汽,0,"(216, 253)","(17, 17)","(16, 17)","(0, 0)",20
沁,0,"(0, 253)","(17, 17)","(16, 17)","(0, 0)",20
沈,1,"(414, 54)","(17, 17)","(16, 17)","(0, 0)",20
沙,1,"(270, 162)","(17, 17)","(16, 17)","(0, 0)",20
没,1,"(342, 198)","(17, 17)","(16, 17)","(0, 0)",20
沢,1,"(306, 216)","(17, 17)","(16, 17)","(0, 0)",20
油,1,"(107, 482)","(16, 17)","(16, 17)","(0, 0)",20
治,1,"(126, 270)","(17, 17)","(16, 17)","(0, 0)",20
況,0,"(54, 433)","(17, 17)","(16, 17)","(0, 1)",20
泉,2,"(144, 480)","(17, 17)","(16, 17)","(0, 0)",20
泊,2,"(178, 68)","(16, 17)","(16, 17)","(0, 0)",20
泌,0,"(396, 341)","(17, 17)","(16, 17)","(0, 0)",20
法,0,"(450, 436)","(17, 17)","(16, 17)","(0, 0)",20
泡,0,"(252, 396)","(17, 17)","(16, 17)","(0, 0)",20
波,1,"(414, 252)","(17, 17)","(16, 17)","(0, 0)",20
泣,0,"(462, 36)","(17, 17)","(16, 17)","(0, 0)",20
泥,1,"(234, 360)","(17, 17)","(16, 17)","(0, 0)",20
注,1,"(126, 234)","(17, 17)","(16, 17)","(0, 0)",20
泰,0,"(453, 72)","(17, 17)","(16, 17)","(0, 0)",20
泳,0,"(0, 415)","(17, 17)","(16, 17)","(0, 0)",20
洋,0,"(72, 109)","(17, 17)","(16, 17)","(0, 0)",20
洗,0,"(396, 251)","(17, 17)","(16, 17)","(0, 0)",20
洞,1,"(371, 395)","(16, 17)","(16, 17)","(0, 0)",20
津,0,"(450, 220)","(17, 17)","(16, 17)","(0, 0)",20
洪,0,"(216, 433)","(17, 17)","(16, 17)","(0, 0)",20
活,1,"(288, 72)","(17, 17)","(16, 17)","(0, 0)",20
派,1,"(234, 144)","(17, 17)","(16, 17)","(0, 0)",20
流,1,"(306, 18)","(17, 17)","(16, 17)","(0, 0)",20
浅,1,"(72, 36)","(17, 17)","(16, 17)","(0, 0)",20
浜,0,"(162, 451)","(17, 17)","(16, 17)","(0, 0)",20
浦,1,"(108, 126)","(17, 17)","(16, 17)","(0, 0)",20
浩,1,"(72, 54)","(17, 17)","(16, 17)","(0, 0)",20
浪,1,"(36, 198)","(17, 17)","(16, 17)","(0, 0)",20
浮,0,"(108, 271)","(17, 17)","(16, 17)","(0, 1)",20
浴,1,"(396, 90)","(17, 17)","(16, 17)","(0, 0)",20
海,0,"(162, 361)","(17, 17)","(16, 17)","(0, 0)",20
消,2,"(459, 87)","(16, 17)","(16, 17)","(0, 0)",20
涙,0,"(234, 450)","(17, 17)","(16, 17)","(0, 0)",20
涯,0,"(90, 487)","(17, 17)","(16, 17)","(0, 0)",20
液,0,"(270, 324)","(17, 17)","(16, 17)","(0, 0)",20
涼,1,"(198, 144)","(17, 17)","(16, 17)","(0, 0)",20
淑,0,"(162, 397)","(17, 17)","(16, 17)","(0, 0)",20
深,0,"(274, 0)","(17, 17)","(16, 17)","(0, 0)",20
淳,1,"(270, 216)","(17, 17)","(16, 17)","(0, 0)",20
混,2,"(474, 120)","(17, 16)","(16, 17)","(0, 1)",20
添,0,"(390, 19)","(17, 17)","(16, 17)","(0, 0)",20
清,0,"(234, 432)","(17, 17)","(16, 17)","(0, 0)",20
済,1,"(396, 126)","(17, 17)","(16, 17)","(0, 0)",20
渉,0,"(288, 307)","(17, 17)","(16, 17)","(0, 0)",20
渋,0,"(378, 413)","(17, 17)","(16, 17)","(0, 0)",20
減,1,"(180, 162)","(17, 17)","(16, 17)","(0, 0)",20
渡,0,"(162, 109)","(17, 17)","(16, 17)","(0, 0)",20
渦,0,"(360, 219)","(17, 17)","(16, 17)","(0, 1)",20
温,2,"(121, 122)","(17, 16)","(16, 17)","(0, 1)",20
測,1,"(162, 288)","(17, 17)","(16, 17)","(0, 0)",20
港,1,"(288, 324)","(17, 17)","(16, 17)","(0, 0)",20
湯,0,"(198, 199)","(17, 17)","(16, 17)","(0, 0)",20
湿,2,"(140, 36)","(17, 16)","(16, 17)","(0, 0)",20
満,1,"(486, 306)","(17, 17)","(16, 17)","(0, 0)",20
源,0,"(237, 19)","(17, 17)","(16, 17)","(0, 0)",20
準,0,"(36, 307)","(17, 17)","(16, 17)","(0, 0)",20
溜,1,"(324, 36)","(17, 17)","(16, 17)","(0, 0)",20
溶,0,"(432, 234)","(17, 17)","(16, 17)","(0, 0)",20
滅,0,"(54, 451)","(17, 17)","(16, 17)","(0, 0)",20
滑,0,"(288, 487)","(17, 17)","(16, 17)","(0, 1)",20
滴,1,"(54, 234)","(17, 17)","(16, 17)","(0, 0)",20
漂,0,"(72, 91)","(17, 17)","(16, 17)","(0, 1)",20
漆,0,"(324, 253)","(17, 17)","(16, 17)","(0, 0)",20
漏,0,"(144, 379)","(17, 17)","(16, 17)","(0, 1)",20
演,0,"(486, 293)","(17, 17)","(16, 17)","(0, 0)",20
漢,0,"(252, 90)","(17, 17)","(16, 17)","(0, 0)",20
漫,0,"(144, 199)","(17, 17)","(16, 17)","(0, 0)",20
漱,0,"(0, 487)","(17, 17)","(16, 17)","(0, 0)",20
潔,0,"(36, 217)","(17, 17)","(16, 17)","(0, 0)",20
潜,0,"(0, 397)","(17, 17)","(16, 17)","(0, 0)",20
潮,0,"(396, 125)","(17, 17)","(16, 17)","(0, 0)",20
澄,0,"(450, 292)","(17, 17)","(16, 17)","(0, 1)",20
澤,1,"(414, 18)","(17, 17)","(16, 17)","(0, 1)",20
激,0,"(486, 239)","(17, 17)","(16, 17)","(0, 0)",20
濁,0,"(488, 113)","(17, 17)","(16, 17)","(0, 0)",20
濃,0,"(108, 343)","(17, 17)","(16, 17)","(0, 0)",20
濡,1,"(306, 234)","(17, 17)","(16, 17)","(0, 1)",20
濱,1,"(216, 108)","(17, 17)","(16, 17)","(0, 0)",20
瀕,1,"(252, 180)","(17, 17)","(16, 17)","(0, 0)",20
火,1,"(54, 216)","(17, 17)","(16, 17)","(0, 0)",20
灯,0,"(162, 289)","(17, 17)","(16, 17)","(0, 0)",20
灰,2,"(0, 51)","(17, 16)","(16, 17)","(0, 1)",20
災,1,"(234, 306)","(17, 17)","(16, 17)","(0, 0)",20
炉,0,"(396, 449)","(17, 17)","(16, 17)","(0, 1)",20
炎,0,"(234, 270)","(17, 17)","(16, 17)","(0, 0)",20
炭,1,"(468, 180)","(17, 17)","(16, 17)","(0, 0)",20
点,1,"(414, 270)","(17, 17)","(16, 17)","(0, 0)",20
為,1,"(87, 396)","(16, 17)","(16, 17)","(0, 0)",20
烈,1,"(216, 198)","(17, 17)","(16, 17)","(0, 1)",20
烙,1,"(288, 216)","(17, 17)","(16, 17)","(0, 0)",20
焚,0,"(250, 162)","(17, 17)","(16, 17)","(0, 0)",20
無,0,"(36, 433)","(17, 17)","(16, 17)","(0, 0)",20
焦,0,"(306, 361)","(17, 17)","(16, 17)","(0, 0)",20
然,1,"(108, 18)","(17, 17)","(16, 17)","(0, 0)",20
焼,0,"(468, 275)","(17, 17)","(16, 17)","(0, 0)",20
煉,1,"(486, 90)","(17, 17)","(16, 17)","(0, 0)",20
煙,0,"(342, 271)","(17, 17)","(16, 17)","(0, 0)",20
照,2,"(125, 0)","(17, 16)","(16, 17)","(0, 1)",20
煮,0,"(378, 287)","(17, 17)","(16, 17)","(0, 0)",20
熟,1,"(432, 90)","(17, 17)","(16, 17)","(0, 0)",20
熱,0,"(0, 307)","(17, 17)","(16, 17)","(0, 0)",20
燃,1,"(144, 306)","(17, 17)","(16, 17)","(0, 0)",20
燈,0,"(253, 54)","(17, 17)","(16, 17)","(0, 0)",20
燭,1,"(437, 448)","(16, 17)","(16, 17)","(0, 0)",20
爆,1,"(108, 306)","(17, 17)","(16, 17)","(0, 0)",20
爪,0,"(288, 397)","(17, 17)","(16, 17)","(0, 0)",20
父,1,"(378, 234)","(17, 17)","(16, 17)","(0, 0)",20
爽,0,"(468, 257)","(17, 17)","(16, 17)","(0, 0)",20
片,0,"(90, 325)","(17, 17)","(16, 17)","(0, 0)",20
版,0,"(0, 271)","(17, 17)","(16, 17)","(0, 0)",20
牒,0,"(324, 325)","(17, 17)","(16, 17)","(0, 0)",20
牙,1,"(441, 396)","(17, 16)","(16, 17)","(0, 1)",20
牛,0,"(486, 383)","(17, 17)","(16, 17)","(0, 0)",20
牢,0,"(198, 307)","(17, 17)","(16, 17)","(0, 0)",20
物,2,"(230, 85)","(16, 17)","(16, 17)","(0, 0)",20
牲,0,"(216, 181)","(17, 17)","(16, 17)","(0, 0)",20
特,1,"(288, 126)","(17, 17)","(16, 17)","(0, 0)",20
犠,0,"(144, 181)","(17, 17)","(16, 17)","(0, 0)",20
犬,0,"(252, 360)","(17, 17)","(16, 17)","(0, 0)",20
犯,1,"(234, 324)","(17, 17)","(16, 17)","(0, 0)",20
状,0,"(342, 307)","(17, 17)","(16, 17)","(0, 0)",20
狂,2,"(0, 68)","(17, 16)","(16, 17)","(0, 1)",20
狙,0,"(446, 18)","(17, 17)","(16, 17)","(0, 0)",20
狩,1,"(360, 90)","(17, 17)","(16, 17)","(0, 0)",20
独,0,"(288, 469)","(17, 17)","(16, 17)","(0, 0)",20
狭,0,"(162, 217)","(17, 17)","(16, 17)","(0, 0)",20
猛,1,"(18, 54)","(17, 17)","(16, 17)","(0, 0)",20
猟,0,"(450, 382)","(17, 17)","(16, 17)","(0, 0)",20
猫,0,"(180, 289)","(17, 17)","(16, 17)","(0, 0)",20
献,1,"(468, 360)","(17, 17)","(16, 17)","(0, 0)",20
獄,0,"(450, 328)","(17, 17)","(16, 17)","(0, 0)",20
獣,0,"(378, 431)","(17, 17)","(16, 17)","(0, 0)",20
獲,0,"(360, 255)","(17, 17)","(16, 17)","(0, 0)",20
玄,0,"(414, 252)","(17, 17)","(16, 17)","(0, 0)",20
率,0,"(288, 253)","(17, 17)","(16, 17)","(0, 0)",20
玉,2,"(208, 171)","(17, 15)","(16, 17)","(0, 1)",20
王,1,"(226, 481)","(17, 15)","(16, 17)","(0, 1)",20
珈,0,"(18, 217)","(17, 17)","(16, 17)","(0, 0)",20
珍,0,"(216, 127)","(17, 17)","(16, 17)","(0, 0)",20
班,0,"(432, 126)","(17, 17)","(16, 17)","(0, 0)",20
現,1,"(157, 464)","(17, 16)","(16, 17)","(0, 1)",20
球,0,"(72, 127)","(17, 17)","(16, 17)","(0, 0)",20
理,2,"(425, 34)","(17, 16)","(16, 17)","(0, 1)",20
琲,0,"(126, 91)","(17, 17)","(16, 17)","(0, 0)",20
琴,1,"(265, 378)","(17, 16)","(16, 17)","(0, 1)",20
璧,0,"(342, 343)","(17, 17)","(16, 17)","(0, 0)",20
瓦,2,"(212, 17)","(17, 16)","(16, 17)","(0, 1)",20
瓶,0,"(306, 145)","(17, 17)","(16, 17)","(0, 0)",20
甘,0,"(108, 55)","(17, 17)","(16, 17)","(0, 0)",20
生,2,"(70, 34)","(17, 16)","(16, 17)","(0, 0)",20
産,0,"(72, 199)","(17, 17)","(16, 17)","(0, 0)",20
用,2,"(428, 157)","(16, 16)","(16, 17)","(0, 1)",20
田,1,"(438, 484)","(15, 15)","(16, 17)","(1, 1)",20
由,2,"(32, 205)","(15, 16)","(16, 17)","(1, 0)",20
甲,2,"(463, 188)","(15, 16)","(16, 17)","(1, 1)",20
申,2,"(261, 138)","(15, 17)","(16, 17)","(1, 0)",20
男,2,"(495, 85)","(16, 17)","(16, 17)","(0, 1)",20
町,2,"(247, 86)","(17, 16)","(16, 17)","(1, 1)",20
画,2,"(230, 34)","(17, 16)","(16, 17)","(0, 1)",20
界,0,"(414, 288)","(17, 17)","(16, 17)","(0, 1)",20
畑,1,"(36, 464)","(16, 17)","(16, 17)","(0, 0)",20
留,2,"(0, 153)","(16, 16)","(16, 17)","(0, 0)",20
畜,1,"(479, 378)","(17, 16)","(16, 17)","(0, 0)",20
略,0,"(0, 361)","(17, 17)","(16, 17)","(1, 0)",20
番,2,"(0, 85)","(17, 16)","(16, 17)","(0, 0)",20
異,1,"(280, 429)","(17, 16)","(16, 17)","(0, 1)",20
疎,1,"(144, 162)","(17, 17)","(16, 17)","(0, 0)",20
疑,0,"(72, 145)","(17, 17)","(16, 17)","(0, 0)",20
疲,0,"(18, 199)","(17, 17)","(16, 17)","(0, 0)",20
病,0,"(54, 289)","(17, 17)","(16, 17)","(0, 0)",20
症,0,"(358, 163)","(17, 17)","(16, 17)","(0, 0)",20
痒,0,"(36, 181)","(17, 17)","(16, 17)","(0, 0)",20
痕,0,"(72, 37)","(17, 17)","(16, 17)","(0, 0)",20
痛,0,"(378, 323)","(17, 17)","(16, 17)","(0, 0)",20
療,0,"(180, 217)","(17, 17)","(16, 17)","(0, 0)",20
癖,0,"(198, 181)","(17, 17)","(16, 17)","(0, 0)",20
発,0,"(342, 181)","(17, 17)","(16, 17)","(0, 1)",20
登,1,"(351, 465)","(17, 16)","(16, 17)","(0, 1)",20
白,2,"(472, 205)","(15, 16)","(16, 17)","(1, 0)",20
百,1,"(333, 481)","(17, 16)","(16, 17)","(0, 1)",20
的,2,"(481, 0)","(16, 17)","(16, 17)","(1, 0)",20
皆,1,"(226, 464)","(17, 16)","(16, 17)","(0, 0)",20
皇,1,"(468, 216)","(17, 17)","(16, 17)","(0, 0)",20
皮,1,"(342, 126)","(17, 17)","(16, 17)","(0, 0)",20
皿,2,"(185, 205)","(17, 15)","(16, 17)","(0, 1)",20
盆,1,"(318, 395)","(17, 16)","(16, 17)","(0, 0)",20
益,1,"(409, 378)","(17, 16)","(16, 17)","(0, 0)",20
盗,1,"(490, 480)","(17, 16)","(16, 17)","(0, 0)",20
盛,0,"(198, 127)","(17, 17)","(16, 17)","(0, 0)",20
盟,2,"(354, 52)","(17, 16)","(16, 17)","(0, 1)",20
監,0,"(414, 468)","(17, 17)","(16, 17)","(0, 0)",20
盤,0,"(288, 343)","(17, 17)","(16, 17)","(0, 0)",20
目,2,"(455, 223)","(14, 16)","(16, 17)","(2, 1)",20
盲,1,"(450, 0)","(17, 17)","(16, 17)","(0, 0)",20
直,1,"(210, 396)","(17, 16)","(16, 17)","(0, 0)",20
相,1,"(459, 396)","(16, 17)","(16, 17)","(0, 0)",20
省,1,"(175, 483)","(17, 16)","(16, 17)","(0, 0)",20
看,1,"(350, 430)","(17, 16)","(16, 17)","(0, 0)",20
真,0,"(306, 307)","(17, 17)","(16, 17)","(0, 0)",20
眠,2,"(191, 171)","(16, 16)","(16, 17)","(1, 1)",20
眺,2,"(426, 69)","(16, 17)","(16, 17)","(1, 0)",20
眼,2,"(208, 154)","(16, 16)","(16, 17)","(1, 1)",20
着,0,"(414, 198)","(17, 17)","(16, 17)","(0, 0)",20
睡,1,"(423, 395)","(17, 16)","(16, 17)","(1, 0)",20
督,1,"(476, 429)","(17, 16)","(16, 17)","(0, 0)",20
睨,0,"(288, 217)","(17, 17)","(16, 17)","(1, 0)",20
瞑,0,"(273, 36)","(17, 17)","(16, 17)","(1, 1)",20
瞬,2,"(106, 18)","(16, 17)","(16, 17)","(1, 0)",20
瞳,0,"(270, 468)","(17, 17)","(16, 17)","(1, 0)",20
矢,0,"(18, 181)","(17, 17)","(16, 17)","(0, 0)",20
知,0,"(309, 36)","(17, 17)","(16, 17)","(0, 0)",20
短,0,"(36, 379)","(17, 17)","(16, 17)","(0, 0)",20
石,1,"(472, 480)","(17, 16)","(16, 17)","(0, 1)",20
砂,0,"(486, 365)","(17, 17)","(16, 17)","(0, 0)",20
砒,2,"(126, 480)","(17, 17)","(16, 17)","(0, 0)",20
研,1,"(306, 306)","(17, 17)","(16, 17)","(0, 1)",20
砕,0,"(126, 73)","(17, 17)","(16, 17)","(0, 0)",20
砲,0,"(162, 37)","(17, 17)","(16, 17)","(0, 0)",20
破,0,"(345, 37)","(17, 17)","(16, 17)","(0, 0)",20
硝,0,"(126, 235)","(17, 17)","(16, 17)","(0, 0)",20
硫,2,"(18, 480)","(17, 17)","(16, 17)","(0, 0)",20
硬,1,"(173, 447)","(17, 16)","(16, 17)","(0, 1)",20
碗,0,"(216, 289)","(17, 17)","(16, 17)","(0, 0)",20
碧,0,"(452, 108)","(17, 17)","(16, 17)","(0, 0)",20
確,0,"(196, 145)","(17, 17)","(16, 17)","(0, 0)",20
磨,0,"(18, 235)","(17, 17)","(16, 17)","(0, 0)",20
磯,0,"(216, 271)","(17, 17)","(16, 17)","(0, 0)",20
示,1,"(244, 413)","(17, 16)","(16, 17)","(0, 1)",20
礼,0,"(144, 109)","(17, 17)","(16, 17)","(0, 0)",20
社,0,"(199, 37)","(17, 17)","(16, 17)","(0, 0)",20
祈,0,"(144, 73)","(17, 17)","(16, 17)","(0, 0)",20
祐,1,"(306, 360)","(17, 17)","(16, 17)","(0, 0)",20
祖,1,"(468, 108)","(17, 17)","(16, 17)","(0, 0)",20
祝,0,"(288, 235)","(17, 17)","(16, 17)","(0, 0)",20
神,0,"(288, 181)","(17, 17)","(16, 17)","(0, 0)",20
祭,0,"(270, 72)","(17, 17)","(16, 17)","(0, 0)",20
禁,0,"(180, 54)","(17, 17)","(16, 17)","(0, 0)",20
福,0,"(450, 126)","(17, 17)","(16, 17)","(0, 0)",20
秀,0,"(396, 197)","(17, 17)","(16, 17)","(0, 1)",20
私,0,"(432, 270)","(17, 17)","(16, 17)","(0, 0)",20
秋,0,"(90, 235)","(17, 17)","(16, 17)","(0, 0)",20
科,0,"(324, 289)","(17, 17)","(16, 17)","(0, 0)",20
秒,0,"(90, 379)","(17, 17)","(16, 17)","(0, 0)",20
秘,0,"(198, 217)","(17, 17)","(16, 17)","(0, 0)",20
秤,0,"(270, 288)","(17, 17)","(16, 17)","(0, 0)",20
秩,0,"(18, 451)","(17, 17)","(16, 17)","(0, 0)",20
称,0,"(126, 289)","(17, 17)","(16, 17)","(0, 0)",20
移,1,"(432, 72)","(17, 17)","(16, 17)","(0, 0)",20
稀,0,"(162, 91)","(17, 17)","(16, 17)","(0, 0)",20
程,0,"(396, 431)","(17, 17)","(16, 17)","(0, 0)",20
税,0,"(270, 180)","(17, 17)","(16, 17)","(0, 0)",20
種,0,"(0, 181)","(17, 17)","(16, 17)","(0, 0)",20
稲,0,"(0, 145)","(17, 17)","(16, 17)","(0, 0)",20
稼,0,"(144, 361)","(17, 17)","(16, 17)","(0, 0)",20
稽,1,"(486, 324)","(17, 17)","(16, 17)","(0, 0)",20
稿,0,"(54, 73)","(17, 17)","(16, 17)","(0, 0)",20
積,0,"(72, 73)","(17, 17)","(16, 17)","(0, 0)",20
穏,0,"(180, 199)","(17, 17)","(16, 17)","(0, 0)",20
穴,0,"(54, 307)","(17, 17)","(16, 17)","(0, 0)",20
究,0,"(90, 127)","(17, 17)","(16, 17)","(0, 0)",20
空,2,"(70, 17)","(17, 16)","(16, 17)","(0, 0)",20
突,0,"(90, 433)","(17, 17)","(16, 17)","(0, 0)",20
窃,1,"(126, 162)","(17, 17)","(16, 17)","(0, 0)",20
窒,2,"(177, 17)","(17, 16)","(16, 17)","(0, 0)",20
窓,1,"(216, 90)","(17, 17)","(16, 17)","(0, 0)",20
窮,0,"(252, 342)","(17, 17)","(16, 17)","(0, 0)",20
立,1,"(280, 463)","(17, 16)","(16, 17)","(0, 0)",20
竜,1,"(54, 288)","(17, 17)","(16, 17)","(0, 0)",20
章,0,"(270, 306)","(17, 17)","(16, 17)","(0, 0)",20
端,0,"(36, 271)","(17, 17)","(16, 17)","(0, 0)",20
競,0,"(180, 433)","(17, 17)","(16, 17)","(0, 0)",20
笑,0,"(72, 415)","(17, 17)","(16, 17)","(0, 0)",20
笛,1,"(270, 72)","(17, 17)","(16, 17)","(0, 0)",20
笥,0,"(162, 253)","(17, 17)","(16, 17)","(0, 0)",20
符,0,"(162, 199)","(17, 17)","(16, 17)","(0, 0)",20
第,0,"(144, 343)","(17, 17)","(16, 17)","(0, 0)",20
筆,1,"(54, 252)","(17, 17)","(16, 17)","(0, 0)",20
等,0,"(36, 235)","(17, 17)","(16, 17)","(0, 0)",20
筋,0,"(342, 199)","(17, 17)","(16, 17)","(0, 0)",20
筒,0,"(198, 361)","(17, 17)","(16, 17)","(0, 0)",20
答,0,"(252, 252)","(17, 17)","(16, 17)","(0, 0)",20
策,0,"(252, 306)","(17, 17)","(16, 17)","(0, 0)",20
算,0,"(432, 252)","(17, 17)","(16, 17)","(0, 0)",20
管,0,"(180, 235)","(17, 17)","(16, 17)","(0, 0)",20
箪,0,"(486, 275)","(17, 17)","(16, 17)","(0, 0)",20
箱,0,"(324, 271)","(17, 17)","(16, 17)","(0, 0)",20
節,1,"(198, 90)","(17, 17)","(16, 17)","(0, 0)",20
範,0,"(234, 109)","(17, 17)","(16, 17)","(0, 0)",20
築,0,"(72, 487)","(17, 17)","(16, 17)","(0, 0)",20
簡,1,"(486, 342)","(17, 17)","(16, 17)","(0, 0)",20
簿,0,"(90, 181)","(17, 17)","(16, 17)","(0, 0)",20
籍,0,"(108, 325)","(17, 17)","(16, 17)","(0, 0)",20
籠,1,"(72, 162)","(17, 17)","(16, 17)","(0, 0)",20
米,0,"(360, 183)","(17, 17)","(16, 17)","(0, 0)",20
籾,0,"(378, 341)","(17, 17)","(16, 17)","(0, 0)",20
粉,0,"(18, 163)","(17, 17)","(16, 17)","(0, 0)",20
粋,0,"(306, 109)","(17, 17)","(16, 17)","(0, 0)",20
粍,2,"(0, 480)","(17, 17)","(16, 17)","(0, 0)",20
粗,1,"(126, 18)","(17, 17)","(16, 17)","(0, 0)",20
粘,0,"(162, 469)","(17, 17)","(16, 17)","(0, 0)",20
粛,0,"(144, 397)","(17, 17)","(16, 17)","(0, 0)",20
粧,1,"(252, 108)","(17, 17)","(16, 17)","(0, 0)",20
精,1,"(144, 18)","(17, 17)","(16, 17)","(0, 0)",20
糎,1,"(0, 126)","(17, 17)","(16, 17)","(0, 0)",20
糖,0,"(108, 289)","(17, 17)","(16, 17)","(0, 0)",20
糸,0,"(108, 235)","(17, 17)","(16, 17)","(0, 0)",20
紀,0,"(360, 291)","(17, 17)","(16, 17)","(0, 0)",20
約,0,"(468, 166)","(17, 17)","(16, 17)","(0, 0)",20
紅,0,"(270, 342)","(17, 17)","(16, 17)","(0, 0)",20
紋,0,"(252, 270)","(17, 17)","(16, 17)","(0, 0)",20
納,0,"(109, 19)","(17, 17)","(16, 17)","(0, 0)",20
紐,0,"(126, 199)","(17, 17)","(16, 17)","(0, 0)",20
純,0,"(288, 108)","(17, 17)","(16, 17)","(0, 0)",20
紘,0,"(18, 145)","(17, 17)","(16, 17)","(0, 0)",20
紙,0,"(378, 215)","(17, 17)","(16, 17)","(0, 0)",20
級,0,"(306, 181)","(17, 17)","(16, 17)","(0, 0)",20
素,0,"(18, 37)","(17, 17)","(16, 17)","(0, 0)",20
索,1,"(388, 413)","(16, 17)","(16, 17)","(0, 0)",20
細,0,"(307, 54)","(17, 17)","(16, 17)","(0, 0)",20
紳,0,"(144, 217)","(17, 17)","(16, 17)","(0, 0)",20
紹,0,"(54, 217)","(17, 17)","(16, 17)","(0, 0)",20
終,1,"(216, 54)","(17, 17)","(16, 17)","(0, 0)",20
組,0,"(322, 163)","(17, 17)","(16, 17)","(0, 0)",20
経,0,"(36, 289)","(17, 17)","(16, 17)","(0, 0)",20
結,0,"(468, 293)","(17, 17)","(16, 17)","(0, 0)",20
絞,0,"(18, 109)","(17, 17)","(16, 17)","(0, 0)",20
絡,0,"(288, 325)","(17, 17)","(16, 17)","(0, 0)",20
給,0,"(198, 289)","(17, 17)","(16, 17)","(0, 0)",20
統,0,"(429, 180)","(17, 17)","(16, 17)","(0, 0)",20
絵,0,"(306, 487)","(17, 17)","(16, 17)","(0, 0)",20
絶,0,"(288, 289)","(17, 17)","(16, 17)","(0, 0)",20
絹,0,"(318, 18)","(17, 17)","(16, 17)","(0, 0)",20
継,0,"(432, 378)","(17, 17)","(16, 17)","(0, 0)",20
続,0,"(216, 55)","(17, 17)","(16, 17)","(0, 0)",20
維,0,"(288, 433)","(17, 17)","(16, 17)","(0, 0)",20
網,1,"(353, 412)","(16, 17)","(16, 17)","(0, 0)",20
綺,1,"(90, 72)","(17, 17)","(16, 17)","(0, 0)",20
綻,0,"(216, 397)","(17, 17)","(16, 17)","(0, 0)",20
緊,1,"(0, 448)","(17, 16)","(16, 17)","(0, 1)",20
緋,0,"(162, 235)","(17, 17)","(16, 17)","(0, 0)",20
総,0,"(342, 469)","(17, 17)","(16, 17)","(0, 0)",20
緑,0,"(486, 257)","(17, 17)","(16, 17)","(0, 0)",20
緒,1,"(36, 90)","(17, 17)","(16, 17)","(0, 0)",20
線,0,"(252, 432)","(17, 17)","(16, 17)","(0, 0)",20
緞,0,"(216, 109)","(17, 17)","(16, 17)","(0, 0)",20
締,0,"(0, 451)","(17, 17)","(16, 17)","(0, 0)",20
編,0,"(468, 203)","(17, 17)","(16, 17)","(0, 0)",20
