char,tex,pos,size,pos_off,pos_add,offset 
畏,2,"(234, 306)","(17, 17)","(16, 17)","(0, 0)",20
留,2,"(252, 306)","(17, 17)","(16, 17)","(0, 0)",20
畜,2,"(270, 306)","(17, 17)","(16, 17)","(0, 0)",20
略,2,"(288, 306)","(17, 17)","(16, 17)","(0, 0)",20
番,2,"(306, 306)","(17, 17)","(16, 17)","(0, 0)",20
異,2,"(324, 306)","(17, 17)","(16, 17)","(0, 0)",20
畴,2,"(342, 306)","(17, 17)","(16, 17)","(0, 0)",20
疏,2,"(360, 306)","(17, 17)","(16, 17)","(0, 0)",20
疑,2,"(378, 306)","(17, 17)","(16, 17)","(0, 0)",20
疗,2,"(396, 306)","(17, 17)","(16, 17)","(0, 0)",20
疯,2,"(414, 306)","(17, 17)","(16, 17)","(0, 0)",20
疲,2,"(432, 306)","(17, 17)","(16, 17)","(0, 0)",20
疼,2,"(450, 306)","(17, 17)","(16, 17)","(0, 0)",20
疾,2,"(468, 306)","(17, 17)","(16, 17)","(0, 0)",20
病,2,"(486, 306)","(17, 17)","(16, 17)","(0, 0)",20
症,2,"(0, 324)","(17, 17)","(16, 17)","(0, 0)",20
痉,2,"(18, 324)","(17, 17)","(16, 17)","(0, 0)",20
痒,2,"(36, 324)","(17, 17)","(16, 17)","(0, 0)",20
痕,2,"(54, 324)","(17, 17)","(16, 17)","(0, 0)",20
痛,2,"(72, 324)","(17, 17)","(16, 17)","(0, 0)",20
痹,2,"(90, 324)","(17, 17)","(16, 17)","(0, 0)",20
瘦,2,"(108, 324)","(17, 17)","(16, 17)","(0, 0)",20
癖,2,"(126, 324)","(17, 17)","(16, 17)","(0, 0)",20
発,2,"(144, 324)","(17, 17)","(16, 17)","(0, 0)",20
登,2,"(162, 324)","(17, 17)","(16, 17)","(0, 0)",20
白,2,"(180, 324)","(17, 17)","(16, 17)","(0, 0)",20
百,2,"(198, 324)","(17, 17)","(16, 17)","(0, 0)",20
皂,2,"(216, 324)","(17, 17)","(16, 17)","(0, 0)",20
的,2,"(234, 324)","(17, 17)","(16, 17)","(0, 0)",20
皆,2,"(252, 324)","(17, 17)","(16, 17)","(0, 0)",20
皇,2,"(270, 324)","(17, 17)","(16, 17)","(0, 0)",20
皑,2,"(288, 324)","(17, 17)","(16, 17)","(0, 0)",20
皮,2,"(306, 324)","(17, 17)","(16, 17)","(0, 0)",20
皱,2,"(324, 324)","(17, 17)","(16, 17)","(0, 0)",20
盆,2,"(342, 324)","(17, 17)","(16, 17)","(0, 0)",20
盈,2,"(360, 324)","(17, 17)","(16, 17)","(0, 0)",20
益,2,"(378, 324)","(17, 17)","(16, 17)","(0, 0)",20
盏,2,"(396, 324)","(17, 17)","(16, 17)","(0, 0)",20
盐,2,"(414, 324)","(17, 17)","(16, 17)","(0, 0)",20
监,2,"(432, 324)","(17, 17)","(16, 17)","(0, 0)",20
盖,2,"(450, 324)","(17, 17)","(16, 17)","(0, 0)",20
盗,2,"(468, 324)","(17, 17)","(16, 17)","(0, 0)",20
盘,2,"(486, 324)","(17, 17)","(16, 17)","(0, 0)",20
盛,2,"(0, 342)","(17, 17)","(16, 17)","(0, 0)",20
盟,2,"(18, 342)","(17, 17)","(16, 17)","(0, 0)",20
目,2,"(36, 342)","(17, 17)","(16, 17)","(0, 0)",20
盯,2,"(54, 342)","(17, 17)","(16, 17)","(0, 0)",20
盲,2,"(72, 342)","(17, 17)","(16, 17)","(0, 0)",20
直,2,"(90, 342)","(17, 17)","(16, 17)","(0, 0)",20
相,2,"(108, 342)","(17, 17)","(16, 17)","(0, 0)",20
盼,2,"(126, 342)","(17, 17)","(16, 17)","(0, 0)",20
盾,2,"(144, 342)","(17, 17)","(16, 17)","(0, 0)",20
省,2,"(162, 342)","(17, 17)","(16, 17)","(0, 0)",20
眉,2,"(180, 342)","(17, 17)","(16, 17)","(0, 0)",20
看,2,"(198, 342)","(17, 17)","(16, 17)","(0, 0)",20
真,2,"(216, 342)","(17, 17)","(16, 17)","(0, 0)",20
眠,2,"(234, 342)","(17, 17)","(16, 17)","(0, 0)",20
眨,2,"(252, 342)","(17, 17)","(16, 17)","(0, 0)",20
眩,2,"(270, 342)","(17, 17)","(16, 17)","(0, 0)",20
眷,2,"(288, 342)","(17, 17)","(16, 17)","(0, 0)",20
眼,2,"(306, 342)","(17, 17)","(16, 17)","(0, 0)",20
着,2,"(324, 342)","(17, 17)","(16, 17)","(0, 0)",20
睁,2,"(342, 342)","(17, 17)","(16, 17)","(0, 0)",20
睛,2,"(360, 342)","(17, 17)","(16, 17)","(0, 0)",20
睡,2,"(378, 342)","(17, 17)","(16, 17)","(0, 0)",20
督,2,"(396, 342)","(17, 17)","(16, 17)","(0, 0)",20
睦,2,"(414, 342)","(17, 17)","(16, 17)","(0, 0)",20
睫,2,"(432, 342)","(17, 17)","(16, 17)","(0, 0)",20
睬,2,"(450, 342)","(17, 17)","(16, 17)","(0, 0)",20
睹,2,"(468, 342)","(17, 17)","(16, 17)","(0, 0)",20
睽,2,"(486, 342)","(17, 17)","(16, 17)","(0, 0)",20
瞎,2,"(0, 360)","(17, 17)","(16, 17)","(0, 0)",20
瞒,2,"(18, 360)","(17, 17)","(16, 17)","(0, 0)",20
瞠,2,"(36, 360)","(17, 17)","(16, 17)","(0, 0)",20
瞧,2,"(54, 360)","(17, 17)","(16, 17)","(0, 0)",20
瞩,2,"(72, 360)","(17, 17)","(16, 17)","(0, 0)",20
瞪,2,"(90, 360)","(17, 17)","(16, 17)","(0, 0)",20
瞬,2,"(108, 360)","(17, 17)","(16, 17)","(0, 0)",20
瞭,2,"(126, 360)","(17, 17)","(16, 17)","(0, 0)",20
瞰,2,"(144, 360)","(17, 17)","(16, 17)","(0, 0)",20
瞳,2,"(162, 360)","(17, 17)","(16, 17)","(0, 0)",20
矛,2,"(180, 360)","(17, 17)","(16, 17)","(0, 0)",20
矢,2,"(198, 360)","(17, 17)","(16, 17)","(0, 0)",20
矣,2,"(216, 360)","(17, 17)","(16, 17)","(0, 0)",20
知,2,"(234, 360)","(17, 17)","(16, 17)","(0, 0)",20
矩,2,"(252, 360)","(17, 17)","(16, 17)","(0, 0)",20
短,2,"(270, 360)","(17, 17)","(16, 17)","(0, 0)",20
矮,2,"(288, 360)","(17, 17)","(16, 17)","(0, 0)",20
石,2,"(306, 360)","(17, 17)","(16, 17)","(0, 0)",20
码,2,"(324, 360)","(17, 17)","(16, 17)","(0, 0)",20
砂,2,"(342, 360)","(17, 17)","(16, 17)","(0, 0)",20
砌,2,"(360, 360)","(17, 17)","(16, 17)","(0, 0)",20
砍,2,"(378, 360)","(17, 17)","(16, 17)","(0, 0)",20
砒,2,"(396, 360)","(17, 17)","(16, 17)","(0, 0)",20
研,2,"(414, 360)","(17, 17)","(16, 17)","(0, 0)",20
砕,2,"(432, 360)","(17, 17)","(16, 17)","(0, 0)",20
砖,2,"(450, 360)","(17, 17)","(16, 17)","(0, 0)",20
砰,2,"(468, 360)","(17, 17)","(16, 17)","(0, 0)",20
破,2,"(486, 360)","(17, 17)","(16, 17)","(0, 0)",20
砸,2,"(0, 378)","(17, 17)","(16, 17)","(0, 0)",20
砺,2,"(18, 378)","(17, 17)","(16, 17)","(0, 0)",20
础,2,"(36, 378)","(17, 17)","(16, 17)","(0, 0)",20
硝,2,"(54, 378)","(17, 17)","(16, 17)","(0, 0)",20
硫,2,"(72, 378)","(17, 17)","(16, 17)","(0, 0)",20
硬,2,"(90, 378)","(17, 17)","(16, 17)","(0, 0)",20
确,2,"(108, 378)","(17, 17)","(16, 17)","(0, 0)",20
碌,2,"(126, 378)","(17, 17)","(16, 17)","(0, 0)",20
碍,2,"(144, 378)","(17, 17)","(16, 17)","(0, 0)",20
碎,2,"(162, 378)","(17, 17)","(16, 17)","(0, 0)",20
碑,2,"(180, 378)","(17, 17)","(16, 17)","(0, 0)",20
碗,2,"(198, 378)","(17, 17)","(16, 17)","(0, 0)",20
碟,2,"(216, 378)","(17, 17)","(16, 17)","(0, 0)",20
碰,2,"(234, 378)","(17, 17)","(16, 17)","(0, 0)",20
碱,2,"(252, 378)","(17, 17)","(16, 17)","(0, 0)",20
確,2,"(270, 378)","(17, 17)","(16, 17)","(0, 0)",20
碾,2,"(288, 378)","(17, 17)","(16, 17)","(0, 0)",20
磅,2,"(306, 378)","(17, 17)","(16, 17)","(0, 0)",20
磨,2,"(324, 378)","(17, 17)","(16, 17)","(0, 0)",20
示,2,"(342, 378)","(17, 17)","(16, 17)","(0, 0)",20
礼,2,"(360, 378)","(17, 17)","(16, 17)","(0, 0)",20
社,2,"(378, 378)","(17, 17)","(16, 17)","(0, 0)",20
祈,2,"(396, 378)","(17, 17)","(16, 17)","(0, 0)",20
祖,2,"(414, 378)","(17, 17)","(16, 17)","(0, 0)",20
祝,2,"(432, 378)","(17, 17)","(16, 17)","(0, 0)",20
神,2,"(450, 378)","(17, 17)","(16, 17)","(0, 0)",20
祟,2,"(468, 378)","(17, 17)","(16, 17)","(0, 0)",20
祥,2,"(486, 378)","(17, 17)","(16, 17)","(0, 0)",20
票,2,"(0, 396)","(17, 17)","(16, 17)","(0, 0)",20
祷,2,"(18, 396)","(17, 17)","(16, 17)","(0, 0)",20
祸,2,"(36, 396)","(17, 17)","(16, 17)","(0, 0)",20
禁,2,"(54, 396)","(17, 17)","(16, 17)","(0, 0)",20
福,2,"(72, 396)","(17, 17)","(16, 17)","(0, 0)",20
离,2,"(90, 396)","(17, 17)","(16, 17)","(0, 0)",20
秀,2,"(108, 396)","(17, 17)","(16, 17)","(0, 0)",20
私,2,"(126, 396)","(17, 17)","(16, 17)","(0, 0)",20
秋,2,"(144, 396)","(17, 17)","(16, 17)","(0, 0)",20
种,2,"(162, 396)","(17, 17)","(16, 17)","(0, 0)",20
科,2,"(180, 396)","(17, 17)","(16, 17)","(0, 0)",20
秒,2,"(198, 396)","(17, 17)","(16, 17)","(0, 0)",20
秘,2,"(216, 396)","(17, 17)","(16, 17)","(0, 0)",20
租,2,"(234, 396)","(17, 17)","(16, 17)","(0, 0)",20
秤,2,"(252, 396)","(17, 17)","(16, 17)","(0, 0)",20
秩,2,"(270, 396)","(17, 17)","(16, 17)","(0, 0)",20
积,2,"(288, 396)","(17, 17)","(16, 17)","(0, 0)",20
称,2,"(306, 396)","(17, 17)","(16, 17)","(0, 0)",20
移,2,"(324, 396)","(17, 17)","(16, 17)","(0, 0)",20
稀,2,"(342, 396)","(17, 17)","(16, 17)","(0, 0)",20
程,2,"(360, 396)","(17, 17)","(16, 17)","(0, 0)",20
稍,2,"(378, 396)","(17, 17)","(16, 17)","(0, 0)",20
税,2,"(396, 396)","(17, 17)","(16, 17)","(0, 0)",20
稳,2,"(414, 396)","(17, 17)","(16, 17)","(0, 0)",20
稽,2,"(432, 396)","(17, 17)","(16, 17)","(0, 0)",20
稿,2,"(450, 396)","(17, 17)","(16, 17)","(0, 0)",20
穆,2,"(468, 396)","(17, 17)","(16, 17)","(0, 0)",20
穴,2,"(486, 396)","(17, 17)","(16, 17)","(0, 0)",20
究,2,"(0, 414)","(17, 17)","(16, 17)","(0, 0)",20
穷,2,"(18, 414)","(17, 17)","(16, 17)","(0, 0)",20
空,2,"(36, 414)","(17, 17)","(16, 17)","(0, 0)",20
穿,2,"(54, 414)","(17, 17)","(16, 17)","(0, 0)",20
突,2,"(72, 414)","(17, 17)","(16, 17)","(0, 0)",20
窃,2,"(90, 414)","(17, 17)","(16, 17)","(0, 0)",20
窄,2,"(108, 414)","(17, 17)","(16, 17)","(0, 0)",20
窍,2,"(126, 414)","(17, 17)","(16, 17)","(0, 0)",20
窒,2,"(144, 414)","(17, 17)","(16, 17)","(0, 0)",20
窓,2,"(162, 414)","(17, 17)","(16, 17)","(0, 0)",20
窖,2,"(180, 414)","(17, 17)","(16, 17)","(0, 0)",20
窗,2,"(198, 414)","(17, 17)","(16, 17)","(0, 0)",20
窝,2,"(216, 414)","(17, 17)","(16, 17)","(0, 0)",20
窥,2,"(234, 414)","(17, 17)","(16, 17)","(0, 0)",20
立,2,"(252, 414)","(17, 17)","(16, 17)","(0, 0)",20
竖,2,"(270, 414)","(17, 17)","(16, 17)","(0, 0)",20
站,2,"(288, 414)","(17, 17)","(16, 17)","(0, 0)",20
竟,2,"(306, 414)","(17, 17)","(16, 17)","(0, 0)",20
章,2,"(324, 414)","(17, 17)","(16, 17)","(0, 0)",20
童,2,"(342, 414)","(17, 17)","(16, 17)","(0, 0)",20
竭,2,"(360, 414)","(17, 17)","(16, 17)","(0, 0)",20
端,2,"(378, 414)","(17, 17)","(16, 17)","(0, 0)",20
竹,2,"(396, 414)","(17, 17)","(16, 17)","(0, 0)",20
竿,2,"(414, 414)","(17, 17)","(16, 17)","(0, 0)",20
笑,2,"(432, 414)","(17, 17)","(16, 17)","(0, 0)",20
笔,2,"(450, 414)","(17, 17)","(16, 17)","(0, 0)",20
符,2,"(468, 414)","(17, 17)","(16, 17)","(0, 0)",20
笨,2,"(486, 414)","(17, 17)","(16, 17)","(0, 0)",20
第,2,"(0, 432)","(17, 17)","(16, 17)","(0, 0)",20
笼,2,"(18, 432)","(17, 17)","(16, 17)","(0, 0)",20
筆,2,"(36, 432)","(17, 17)","(16, 17)","(0, 0)",20
等,2,"(54, 432)","(17, 17)","(16, 17)","(0, 0)",20
筋,2,"(72, 432)","(17, 17)","(16, 17)","(0, 0)",20
筑,2,"(90, 432)","(17, 17)","(16, 17)","(0, 0)",20
筒,2,"(108, 432)","(17, 17)","(16, 17)","(0, 0)",20
答,2,"(126, 432)","(17, 17)","(16, 17)","(0, 0)",20
策,2,"(144, 432)","(17, 17)","(16, 17)","(0, 0)",20
筛,2,"(162, 432)","(17, 17)","(16, 17)","(0, 0)",20
筷,2,"(180, 432)","(17, 17)","(16, 17)","(0, 0)",20
筹,2,"(198, 432)","(17, 17)","(16, 17)","(0, 0)",20
签,2,"(216, 432)","(17, 17)","(16, 17)","(0, 0)",20
简,2,"(234, 432)","(17, 17)","(16, 17)","(0, 0)",20
算,2,"(252, 432)","(17, 17)","(16, 17)","(0, 0)",20
管,2,"(270, 432)","(17, 17)","(16, 17)","(0, 0)",20
箭,2,"(288, 432)","(17, 17)","(16, 17)","(0, 0)",20
箱,2,"(306, 432)","(17, 17)","(16, 17)","(0, 0)",20
篇,2,"(324, 432)","(17, 17)","(16, 17)","(0, 0)",20
篡,2,"(342, 432)","(17, 17)","(16, 17)","(0, 0)",20
篮,2,"(360, 432)","(17, 17)","(16, 17)","(0, 0)",20
篷,2,"(378, 432)","(17, 17)","(16, 17)","(0, 0)",20
簡,2,"(396, 432)","(17, 17)","(16, 17)","(0, 0)",20
簧,2,"(414, 432)","(17, 17)","(16, 17)","(0, 0)",20
簿,2,"(432, 432)","(17, 17)","(16, 17)","(0, 0)",20
籍,2,"(450, 432)","(17, 17)","(16, 17)","(0, 0)",20
米,2,"(468, 432)","(17, 17)","(16, 17)","(0, 0)",20
类,2,"(486, 432)","(17, 17)","(16, 17)","(0, 0)",20
籾,2,"(0, 450)","(17, 17)","(16, 17)","(0, 0)",20
粉,2,"(18, 450)","(17, 17)","(16, 17)","(0, 0)",20
粋,2,"(36, 450)","(17, 17)","(16, 17)","(0, 0)",20
粍,2,"(54, 450)","(17, 17)","(16, 17)","(0, 0)",20
粒,2,"(72, 450)","(17, 17)","(16, 17)","(0, 0)",20
粗,2,"(90, 450)","(17, 17)","(16, 17)","(0, 0)",20
粘,2,"(108, 450)","(17, 17)","(16, 17)","(0, 0)",20
粛,2,"(126, 450)","(17, 17)","(16, 17)","(0, 0)",20
粥,2,"(144, 450)","(17, 17)","(16, 17)","(0, 0)",20
粮,2,"(162, 450)","(17, 17)","(16, 17)","(0, 0)",20
粹,2,"(180, 450)","(17, 17)","(16, 17)","(0, 0)",20
精,2,"(198, 450)","(17, 17)","(16, 17)","(0, 0)",20
糊,2,"(216, 450)","(17, 17)","(16, 17)","(0, 0)",20
糕,2,"(234, 450)","(17, 17)","(16, 17)","(0, 0)",20
糖,2,"(252, 450)","(17, 17)","(16, 17)","(0, 0)",20
糙,2,"(270, 450)","(17, 17)","(16, 17)","(0, 0)",20
糟,2,"(288, 450)","(17, 17)","(16, 17)","(0, 0)",20
糠,2,"(306, 450)","(17, 17)","(16, 17)","(0, 0)",20
系,2,"(324, 450)","(17, 17)","(16, 17)","(0, 0)",20
約,2,"(342, 450)","(17, 17)","(16, 17)","(0, 0)",20
紋,2,"(360, 450)","(17, 17)","(16, 17)","(0, 0)",20
純,2,"(378, 450)","(17, 17)","(16, 17)","(0, 0)",20
紙,2,"(396, 450)","(17, 17)","(16, 17)","(0, 0)",20
級,2,"(414, 450)","(17, 17)","(16, 17)","(0, 0)",20
素,2,"(432, 450)","(17, 17)","(16, 17)","(0, 0)",20
索,2,"(450, 450)","(17, 17)","(16, 17)","(0, 0)",20
紧,2,"(468, 450)","(17, 17)","(16, 17)","(0, 0)",20
累,2,"(486, 450)","(17, 17)","(16, 17)","(0, 0)",20
細,2,"(0, 468)","(17, 17)","(16, 17)","(0, 0)",20
紳,2,"(18, 468)","(17, 17)","(16, 17)","(0, 0)",20
終,2,"(36, 468)","(17, 17)","(16, 17)","(0, 0)",20
経,2,"(54, 468)","(17, 17)","(16, 17)","(0, 0)",20
結,2,"(72, 468)","(17, 17)","(16, 17)","(0, 0)",20
絶,2,"(90, 468)","(17, 17)","(16, 17)","(0, 0)",20
継,2,"(108, 468)","(17, 17)","(16, 17)","(0, 0)",20
続,2,"(126, 468)","(17, 17)","(16, 17)","(0, 0)",20
網,2,"(144, 468)","(17, 17)","(16, 17)","(0, 0)",20
綺,2,"(162, 468)","(17, 17)","(16, 17)","(0, 0)",20
緒,2,"(180, 468)","(17, 17)","(16, 17)","(0, 0)",20
繁,2,"(198, 468)","(17, 17)","(16, 17)","(0, 0)",20
織,2,"(216, 468)","(17, 17)","(16, 17)","(0, 0)",20
纠,2,"(234, 468)","(17, 17)","(16, 17)","(0, 0)",20
红,2,"(252, 468)","(17, 17)","(16, 17)","(0, 0)",20
纤,2,"(270, 468)","(17, 17)","(16, 17)","(0, 0)",20
约,2,"(288, 468)","(17, 17)","(16, 17)","(0, 0)",20
级,2,"(306, 468)","(17, 17)","(16, 17)","(0, 0)",20
纪,2,"(324, 468)","(17, 17)","(16, 17)","(0, 0)",20
纯,2,"(342, 468)","(17, 17)","(16, 17)","(0, 0)",20
纱,2,"(360, 468)","(17, 17)","(16, 17)","(0, 0)",20
纳,2,"(378, 468)","(17, 17)","(16, 17)","(0, 0)",20
纵,2,"(396, 468)","(17, 17)","(16, 17)","(0, 0)",20
纷,2,"(414, 468)","(17, 17)","(16, 17)","(0, 0)",20
纸,2,"(432, 468)","(17, 17)","(16, 17)","(0, 0)",20
纹,2,"(450, 468)","(17, 17)","(16, 17)","(0, 0)",20
纽,2,"(468, 468)","(17, 17)","(16, 17)","(0, 0)",20
线,2,"(486, 468)","(17, 17)","(16, 17)","(0, 0)",20
练,2,"(0, 486)","(17, 17)","(16, 17)","(0, 0)",20
组,2,"(18, 486)","(17, 17)","(16, 17)","(0, 0)",20
绅,2,"(36, 486)","(17, 17)","(16, 17)","(0, 0)",20
细,2,"(54, 486)","(17, 17)","(16, 17)","(0, 0)",20
织,2,"(72, 486)","(17, 17)","(16, 17)","(0, 0)",20
终,2,"(90, 486)","(17, 17)","(16, 17)","(0, 0)",20
绊,2,"(108, 486)","(17, 17)","(16, 17)","(0, 0)",20
绍,2,"(126, 486)","(17, 17)","(16, 17)","(0, 0)",20
经,2,"(144, 486)","(17, 17)","(16, 17)","(0, 0)",20
绑,2,"(162, 486)","(17, 17)","(16, 17)","(0, 0)",20
结,2,"(180, 486)","(17, 17)","(16, 17)","(0, 0)",20
绕,2,"(198, 486)","(17, 17)","(16, 17)","(0, 0)",20
绘,2,"(216, 486)","(17, 17)","(16, 17)","(0, 0)",20
给,2,"(234, 486)","(17, 17)","(16, 17)","(0, 0)",20
绚,2,"(252, 486)","(17, 17)","(16, 17)","(0, 0)",20
络,2,"(270, 486)","(17, 17)","(16, 17)","(0, 0)",20
绝,2,"(288, 486)","(17, 17)","(16, 17)","(0, 0)",20
绞,2,"(306, 486)","(17, 17)","(16, 17)","(0, 0)",20
统,2,"(324, 486)","(17, 17)","(16, 17)","(0, 0)",20
绣,2,"(342, 486)","(17, 17)","(16, 17)","(0, 0)",20
继,2,"(360, 486)","(17, 17)","(16, 17)","(0, 0)",20
绩,2,"(378, 486)","(17, 17)","(16, 17)","(0, 0)",20
绪,2,"(396, 486)","(17, 17)","(16, 17)","(0, 0)",20
续,2,"(414, 486)","(17, 17)","(16, 17)","(0, 0)",20
绯,2,"(432, 486)","(17, 17)","(16, 17)","(0, 0)",20
绳,2,"(450, 486)","(17, 17)","(16, 17)","(0, 0)",20
维,2,"(468, 486)","(17, 17)","(16, 17)","(0, 0)",20
绵,2,"(486, 486)","(17, 17)","(16, 17)","(0, 0)",20
绷,3,"(0, 0)","(17, 17)","(16, 17)","(0, 0)",20
绸,3,"(18, 0)","(17, 17)","(16, 17)","(0, 0)",20
绽,3,"(36, 0)","(17, 17)","(16, 17)","(0, 0)",20
绿,3,"(54, 0)","(17, 17)","(16, 17)","(0, 0)",20
缈,3,"(72, 0)","(17, 17)","(16, 17)","(0, 0)",20
缓,3,"(90, 0)","(17, 17)","(16, 17)","(0, 0)",20
缔,3,"(108, 0)","(17, 17)","(16, 17)","(0, 0)",20
缕,3,"(126, 0)","(17, 17)","(16, 17)","(0, 0)",20
编,3,"(144, 0)","(17, 17)","(16, 17)","(0, 0)",20
缘,3,"(162, 0)","(17, 17)","(16, 17)","(0, 0)",20
缚,3,"(180, 0)","(17, 17)","(16, 17)","(0, 0)",20
缛,3,"(198, 0)","(17, 17)","(16, 17)","(0, 0)",20
缝,3,"(216, 0)","(17, 17)","(16, 17)","(0, 0)",20
缠,3,"(234, 0)","(17, 17)","(16, 17)","(0, 0)",20
缥,3,"(252, 0)","(17, 17)","(16, 17)","(0, 0)",20
缩,3,"(270, 0)","(17, 17)","(16, 17)","(0, 0)",20
缪,3,"(288, 0)","(17, 17)","(16, 17)","(0, 0)",20
缭,3,"(306, 0)","(17, 17)","(16, 17)","(0, 0)",20
缴,3,"(324, 0)","(17, 17)","(16, 17)","(0, 0)",20
缸,3,"(342, 0)","(17, 17)","(16, 17)","(0, 0)",20
缺,3,"(360, 0)","(17, 17)","(16, 17)","(0, 0)",20
罐,3,"(378, 0)","(17, 17)","(16, 17)","(0, 0)",20
网,3,"(396, 0)","(17, 17)","(16, 17)","(0, 0)",20
罕,3,"(414, 0)","(17, 17)","(16, 17)","(0, 0)",20
罗,3,"(432, 0)","(17, 17)","(16, 17)","(0, 0)",20
罚,3,"(450, 0)","(17, 17)","(16, 17)","(0, 0)",20
罢,3,"(468, 0)","(17, 17)","(16, 17)","(0, 0)",20
罩,3,"(486, 0)","(17, 17)","(16, 17)","(0, 0)",20
罪,3,"(0, 18)","(17, 17)","(16, 17)","(0, 0)",20
置,3,"(18, 18)","(17, 17)","(16, 17)","(0, 0)",20
罰,3,"(36, 18)","(17, 17)","(16, 17)","(0, 0)",20
署,3,"(54, 18)","(17, 17)","(16, 17)","(0, 0)",20
羊,3,"(72, 18)","(17, 17)","(16, 17)","(0, 0)",20
美,3,"(90, 18)","(17, 17)","(16, 17)","(0, 0)",20
羔,3,"(108, 18)","(17, 17)","(16, 17)","(0, 0)",20
羞,3,"(126, 18)","(17, 17)","(16, 17)","(0, 0)",20
羡,3,"(144, 18)","(17, 17)","(16, 17)","(0, 0)",20
群,3,"(162, 18)","(17, 17)","(16, 17)","(0, 0)",20
義,3,"(180, 18)","(17, 17)","(16, 17)","(0, 0)",20
羹,3,"(198, 18)","(17, 17)","(16, 17)","(0, 0)",20
羽,3,"(216, 18)","(17, 17)","(16, 17)","(0, 0)",20
翁,3,"(234, 18)","(17, 17)","(16, 17)","(0, 0)",20
翅,3,"(252, 18)","(17, 17)","(16, 17)","(0, 0)",20
翌,3,"(270, 18)","(17, 17)","(16, 17)","(0, 0)",20
習,3,"(288, 18)","(17, 17)","(16, 17)","(0, 0)",20
翔,3,"(306, 18)","(17, 17)","(16, 17)","(0, 0)",20
翘,3,"(324, 18)","(17, 17)","(16, 17)","(0, 0)",20
翰,3,"(342, 18)","(17, 17)","(16, 17)","(0, 0)",20
翱,3,"(360, 18)","(17, 17)","(16, 17)","(0, 0)",20
翻,3,"(378, 18)","(17, 17)","(16, 17)","(0, 0)",20
翼,3,"(396, 18)","(17, 17)","(16, 17)","(0, 0)",20
耀,3,"(414, 18)","(17, 17)","(16, 17)","(0, 0)",20
老,3,"(432, 18)","(17, 17)","(16, 17)","(0, 0)",20
考,3,"(450, 18)","(17, 17)","(16, 17)","(0, 0)",20
者,3,"(468, 18)","(17, 17)","(16, 17)","(0, 0)",20
而,3,"(486, 18)","(17, 17)","(16, 17)","(0, 0)",20
耍,3,"(0, 36)","(17, 17)","(16, 17)","(0, 0)",20
耐,3,"(18, 36)","(17, 17)","(16, 17)","(0, 0)",20
耗,3,"(36, 36)","(17, 17)","(16, 17)","(0, 0)",20
耳,3,"(54, 36)","(17, 17)","(16, 17)","(0, 0)",20
耷,3,"(72, 36)","(17, 17)","(16, 17)","(0, 0)",20
耸,3,"(90, 36)","(17, 17)","(16, 17)","(0, 0)",20
耻,3,"(108, 36)","(17, 17)","(16, 17)","(0, 0)",20
耽,3,"(126, 36)","(17, 17)","(16, 17)","(0, 0)",20
聆,3,"(144, 36)","(17, 17)","(16, 17)","(0, 0)",20
聊,3,"(162, 36)","(17, 17)","(16, 17)","(0, 0)",20
聋,3,"(180, 36)","(17, 17)","(16, 17)","(0, 0)",20
职,3,"(198, 36)","(17, 17)","(16, 17)","(0, 0)",20
联,3,"(216, 36)","(17, 17)","(16, 17)","(0, 0)",20
聖,3,"(234, 36)","(17, 17)","(16, 17)","(0, 0)",20
聘,3,"(252, 36)","(17, 17)","(16, 17)","(0, 0)",20
聚,3,"(270, 36)","(17, 17)","(16, 17)","(0, 0)",20
聞,3,"(288, 36)","(17, 17)","(16, 17)","(0, 0)",20
聪,3,"(306, 36)","(17, 17)","(16, 17)","(0, 0)",20
職,3,"(324, 36)","(17, 17)","(16, 17)","(0, 0)",20
肃,3,"(342, 36)","(17, 17)","(16, 17)","(0, 0)",20
肆,3,"(360, 36)","(17, 17)","(16, 17)","(0, 0)",20
肉,3,"(378, 36)","(17, 17)","(16, 17)","(0, 0)",20
肋,3,"(396, 36)","(17, 17)","(16, 17)","(0, 0)",20
肌,3,"(414, 36)","(17, 17)","(16, 17)","(0, 0)",20
肖,3,"(432, 36)","(17, 17)","(16, 17)","(0, 0)",20
肚,3,"(450, 36)","(17, 17)","(16, 17)","(0, 0)",20
肝,3,"(468, 36)","(17, 17)","(16, 17)","(0, 0)",20
肠,3,"(486, 36)","(17, 17)","(16, 17)","(0, 0)",20
股,3,"(0, 54)","(17, 17)","(16, 17)","(0, 0)",20
肤,3,"(18, 54)","(17, 17)","(16, 17)","(0, 0)",20
肥,3,"(36, 54)","(17, 17)","(16, 17)","(0, 0)",20
肩,3,"(54, 54)","(17, 17)","(16, 17)","(0, 0)",20
肮,3,"(72, 54)","(17, 17)","(16, 17)","(0, 0)",20
肯,3,"(90, 54)","(17, 17)","(16, 17)","(0, 0)",20
育,3,"(108, 54)","(17, 17)","(16, 17)","(0, 0)",20
肴,3,"(126, 54)","(17, 17)","(16, 17)","(0, 0)",20
肺,3,"(144, 54)","(17, 17)","(16, 17)","(0, 0)",20
肾,3,"(162, 54)","(17, 17)","(16, 17)","(0, 0)",20
胀,3,"(180, 54)","(17, 17)","(16, 17)","(0, 0)",20
胁,3,"(198, 54)","(17, 17)","(16, 17)","(0, 0)",20
