char,tex,pos,size,pos_off,pos_add,offset 
嘀,1,"(486, 0)","(17, 17)","(16, 17)","(0, 0)",20
嘆,1,"(0, 18)","(17, 17)","(16, 17)","(0, 0)",20
嘉,1,"(18, 18)","(17, 17)","(16, 17)","(0, 0)",20
嘎,1,"(36, 18)","(17, 17)","(16, 17)","(0, 0)",20
嘘,1,"(54, 18)","(17, 17)","(16, 17)","(0, 0)",20
嘛,1,"(72, 18)","(17, 17)","(16, 17)","(0, 0)",20
嘲,1,"(90, 18)","(17, 17)","(16, 17)","(0, 0)",20
嘴,1,"(108, 18)","(17, 17)","(16, 17)","(0, 0)",20
嘶,1,"(126, 18)","(17, 17)","(16, 17)","(0, 0)",20
嘹,1,"(144, 18)","(17, 17)","(16, 17)","(0, 0)",20
嘻,1,"(162, 18)","(17, 17)","(16, 17)","(0, 0)",20
嘿,1,"(180, 18)","(17, 17)","(16, 17)","(0, 0)",20
噎,1,"(198, 18)","(17, 17)","(16, 17)","(0, 0)",20
噜,1,"(216, 18)","(17, 17)","(16, 17)","(0, 0)",20
器,1,"(234, 18)","(17, 17)","(16, 17)","(0, 0)",20
噬,1,"(252, 18)","(17, 17)","(16, 17)","(0, 0)",20
噱,1,"(270, 18)","(17, 17)","(16, 17)","(0, 0)",20
嚓,1,"(288, 18)","(17, 17)","(16, 17)","(0, 0)",20
嚣,1,"(306, 18)","(17, 17)","(16, 17)","(0, 0)",20
嚷,1,"(324, 18)","(17, 17)","(16, 17)","(0, 0)",20
嚼,1,"(342, 18)","(17, 17)","(16, 17)","(0, 0)",20
囊,1,"(360, 18)","(17, 17)","(16, 17)","(0, 0)",20
囚,1,"(378, 18)","(17, 17)","(16, 17)","(0, 0)",20
四,1,"(396, 18)","(17, 17)","(16, 17)","(0, 0)",20
回,1,"(414, 18)","(17, 17)","(16, 17)","(0, 0)",20
因,1,"(432, 18)","(17, 17)","(16, 17)","(0, 0)",20
团,1,"(450, 18)","(17, 17)","(16, 17)","(0, 0)",20
园,1,"(468, 18)","(17, 17)","(16, 17)","(0, 0)",20
困,1,"(486, 18)","(17, 17)","(16, 17)","(0, 0)",20
囱,1,"(0, 36)","(17, 17)","(16, 17)","(0, 0)",20
図,1,"(18, 36)","(17, 17)","(16, 17)","(0, 0)",20
围,1,"(36, 36)","(17, 17)","(16, 17)","(0, 0)",20
囹,1,"(54, 36)","(17, 17)","(16, 17)","(0, 0)",20
固,1,"(72, 36)","(17, 17)","(16, 17)","(0, 0)",20
国,1,"(90, 36)","(17, 17)","(16, 17)","(0, 0)",20
图,1,"(108, 36)","(17, 17)","(16, 17)","(0, 0)",20
圄,1,"(126, 36)","(17, 17)","(16, 17)","(0, 0)",20
圆,1,"(144, 36)","(17, 17)","(16, 17)","(0, 0)",20
圈,1,"(162, 36)","(17, 17)","(16, 17)","(0, 0)",20
土,1,"(180, 36)","(17, 17)","(16, 17)","(0, 0)",20
圣,1,"(198, 36)","(17, 17)","(16, 17)","(0, 0)",20
在,1,"(216, 36)","(17, 17)","(16, 17)","(0, 0)",20
地,1,"(234, 36)","(17, 17)","(16, 17)","(0, 0)",20
场,1,"(252, 36)","(17, 17)","(16, 17)","(0, 0)",20
圾,1,"(270, 36)","(17, 17)","(16, 17)","(0, 0)",20
址,1,"(288, 36)","(17, 17)","(16, 17)","(0, 0)",20
坊,1,"(306, 36)","(17, 17)","(16, 17)","(0, 0)",20
坎,1,"(324, 36)","(17, 17)","(16, 17)","(0, 0)",20
坏,1,"(342, 36)","(17, 17)","(16, 17)","(0, 0)",20
坐,1,"(360, 36)","(17, 17)","(16, 17)","(0, 0)",20
块,1,"(378, 36)","(17, 17)","(16, 17)","(0, 0)",20
坚,1,"(396, 36)","(17, 17)","(16, 17)","(0, 0)",20
坟,1,"(414, 36)","(17, 17)","(16, 17)","(0, 0)",20
坠,1,"(432, 36)","(17, 17)","(16, 17)","(0, 0)",20
坦,1,"(450, 36)","(17, 17)","(16, 17)","(0, 0)",20
垂,1,"(468, 36)","(17, 17)","(16, 17)","(0, 0)",20
垃,1,"(486, 36)","(17, 17)","(16, 17)","(0, 0)",20
型,1,"(0, 54)","(17, 17)","(16, 17)","(0, 0)",20
垢,1,"(18, 54)","(17, 17)","(16, 17)","(0, 0)",20
垫,1,"(36, 54)","(17, 17)","(16, 17)","(0, 0)",20
垮,1,"(54, 54)","(17, 17)","(16, 17)","(0, 0)",20
埃,1,"(72, 54)","(17, 17)","(16, 17)","(0, 0)",20
埋,1,"(90, 54)","(17, 17)","(16, 17)","(0, 0)",20
城,1,"(108, 54)","(17, 17)","(16, 17)","(0, 0)",20
域,1,"(126, 54)","(17, 17)","(16, 17)","(0, 0)",20
執,1,"(144, 54)","(17, 17)","(16, 17)","(0, 0)",20
培,1,"(162, 54)","(17, 17)","(16, 17)","(0, 0)",20
基,1,"(180, 54)","(17, 17)","(16, 17)","(0, 0)",20
堂,1,"(198, 54)","(17, 17)","(16, 17)","(0, 0)",20
堆,1,"(216, 54)","(17, 17)","(16, 17)","(0, 0)",20
堑,1,"(234, 54)","(17, 17)","(16, 17)","(0, 0)",20
堕,1,"(252, 54)","(17, 17)","(16, 17)","(0, 0)",20
堡,1,"(270, 54)","(17, 17)","(16, 17)","(0, 0)",20
堪,1,"(288, 54)","(17, 17)","(16, 17)","(0, 0)",20
報,1,"(306, 54)","(17, 17)","(16, 17)","(0, 0)",20
場,1,"(324, 54)","(17, 17)","(16, 17)","(0, 0)",20
堵,1,"(342, 54)","(17, 17)","(16, 17)","(0, 0)",20
塌,1,"(360, 54)","(17, 17)","(16, 17)","(0, 0)",20
塑,1,"(378, 54)","(17, 17)","(16, 17)","(0, 0)",20
塔,1,"(396, 54)","(17, 17)","(16, 17)","(0, 0)",20
塗,1,"(414, 54)","(17, 17)","(16, 17)","(0, 0)",20
塞,1,"(432, 54)","(17, 17)","(16, 17)","(0, 0)",20
塩,1,"(450, 54)","(17, 17)","(16, 17)","(0, 0)",20
填,1,"(468, 54)","(17, 17)","(16, 17)","(0, 0)",20
境,1,"(486, 54)","(17, 17)","(16, 17)","(0, 0)",20
墅,1,"(0, 72)","(17, 17)","(16, 17)","(0, 0)",20
墓,1,"(18, 72)","(17, 17)","(16, 17)","(0, 0)",20
増,1,"(36, 72)","(17, 17)","(16, 17)","(0, 0)",20
墙,1,"(54, 72)","(17, 17)","(16, 17)","(0, 0)",20
增,1,"(72, 72)","(17, 17)","(16, 17)","(0, 0)",20
墨,1,"(90, 72)","(17, 17)","(16, 17)","(0, 0)",20
壁,1,"(108, 72)","(17, 17)","(16, 17)","(0, 0)",20
士,1,"(126, 72)","(17, 17)","(16, 17)","(0, 0)",20
壮,1,"(144, 72)","(17, 17)","(16, 17)","(0, 0)",20
声,1,"(162, 72)","(17, 17)","(16, 17)","(0, 0)",20
壱,1,"(180, 72)","(17, 17)","(16, 17)","(0, 0)",20
壳,1,"(198, 72)","(17, 17)","(16, 17)","(0, 0)",20
壶,1,"(216, 72)","(17, 17)","(16, 17)","(0, 0)",20
壹,1,"(234, 72)","(17, 17)","(16, 17)","(0, 0)",20
处,1,"(252, 72)","(17, 17)","(16, 17)","(0, 0)",20
备,1,"(270, 72)","(17, 17)","(16, 17)","(0, 0)",20
変,1,"(288, 72)","(17, 17)","(16, 17)","(0, 0)",20
复,1,"(306, 72)","(17, 17)","(16, 17)","(0, 0)",20
夏,1,"(324, 72)","(17, 17)","(16, 17)","(0, 0)",20
外,1,"(342, 72)","(17, 17)","(16, 17)","(0, 0)",20
多,1,"(360, 72)","(17, 17)","(16, 17)","(0, 0)",20
夜,1,"(378, 72)","(17, 17)","(16, 17)","(0, 0)",20
够,1,"(396, 72)","(17, 17)","(16, 17)","(0, 0)",20
夢,1,"(414, 72)","(17, 17)","(16, 17)","(0, 0)",20
大,1,"(432, 72)","(17, 17)","(16, 17)","(0, 0)",20
天,1,"(450, 72)","(17, 17)","(16, 17)","(0, 0)",20
太,1,"(468, 72)","(17, 17)","(16, 17)","(0, 0)",20
夫,1,"(486, 72)","(17, 17)","(16, 17)","(0, 0)",20
央,1,"(0, 90)","(17, 17)","(16, 17)","(0, 0)",20
失,1,"(18, 90)","(17, 17)","(16, 17)","(0, 0)",20
头,1,"(36, 90)","(17, 17)","(16, 17)","(0, 0)",20
夷,1,"(54, 90)","(17, 17)","(16, 17)","(0, 0)",20
夸,1,"(72, 90)","(17, 17)","(16, 17)","(0, 0)",20
夹,1,"(90, 90)","(17, 17)","(16, 17)","(0, 0)",20
夺,1,"(108, 90)","(17, 17)","(16, 17)","(0, 0)",20
奄,1,"(126, 90)","(17, 17)","(16, 17)","(0, 0)",20
奇,1,"(144, 90)","(17, 17)","(16, 17)","(0, 0)",20
奈,1,"(162, 90)","(17, 17)","(16, 17)","(0, 0)",20
奉,1,"(180, 90)","(17, 17)","(16, 17)","(0, 0)",20
奋,1,"(198, 90)","(17, 17)","(16, 17)","(0, 0)",20
奏,1,"(216, 90)","(17, 17)","(16, 17)","(0, 0)",20
契,1,"(234, 90)","(17, 17)","(16, 17)","(0, 0)",20
奔,1,"(252, 90)","(17, 17)","(16, 17)","(0, 0)",20
奖,1,"(270, 90)","(17, 17)","(16, 17)","(0, 0)",20
套,1,"(288, 90)","(17, 17)","(16, 17)","(0, 0)",20
奢,1,"(306, 90)","(17, 17)","(16, 17)","(0, 0)",20
奥,1,"(324, 90)","(17, 17)","(16, 17)","(0, 0)",20
奪,1,"(342, 90)","(17, 17)","(16, 17)","(0, 0)",20
女,1,"(360, 90)","(17, 17)","(16, 17)","(0, 0)",20
奴,1,"(378, 90)","(17, 17)","(16, 17)","(0, 0)",20
奶,1,"(396, 90)","(17, 17)","(16, 17)","(0, 0)",20
她,1,"(414, 90)","(17, 17)","(16, 17)","(0, 0)",20
好,1,"(432, 90)","(17, 17)","(16, 17)","(0, 0)",20
如,1,"(450, 90)","(17, 17)","(16, 17)","(0, 0)",20
妃,1,"(468, 90)","(17, 17)","(16, 17)","(0, 0)",20
妄,1,"(486, 90)","(17, 17)","(16, 17)","(0, 0)",20
妆,1,"(0, 108)","(17, 17)","(16, 17)","(0, 0)",20
妇,1,"(18, 108)","(17, 17)","(16, 17)","(0, 0)",20
妈,1,"(36, 108)","(17, 17)","(16, 17)","(0, 0)",20
妖,1,"(54, 108)","(17, 17)","(16, 17)","(0, 0)",20
妙,1,"(72, 108)","(17, 17)","(16, 17)","(0, 0)",20
妥,1,"(90, 108)","(17, 17)","(16, 17)","(0, 0)",20
妨,1,"(108, 108)","(17, 17)","(16, 17)","(0, 0)",20
妮,1,"(126, 108)","(17, 17)","(16, 17)","(0, 0)",20
妹,1,"(144, 108)","(17, 17)","(16, 17)","(0, 0)",20
妻,1,"(162, 108)","(17, 17)","(16, 17)","(0, 0)",20
姆,1,"(180, 108)","(17, 17)","(16, 17)","(0, 0)",20
始,1,"(198, 108)","(17, 17)","(16, 17)","(0, 0)",20
姐,1,"(216, 108)","(17, 17)","(16, 17)","(0, 0)",20
姑,1,"(234, 108)","(17, 17)","(16, 17)","(0, 0)",20
姓,1,"(252, 108)","(17, 17)","(16, 17)","(0, 0)",20
委,1,"(270, 108)","(17, 17)","(16, 17)","(0, 0)",20
姗,1,"(288, 108)","(17, 17)","(16, 17)","(0, 0)",20
姬,1,"(306, 108)","(17, 17)","(16, 17)","(0, 0)",20
姿,1,"(324, 108)","(17, 17)","(16, 17)","(0, 0)",20
威,1,"(342, 108)","(17, 17)","(16, 17)","(0, 0)",20
娅,1,"(360, 108)","(17, 17)","(16, 17)","(0, 0)",20
娘,1,"(378, 108)","(17, 17)","(16, 17)","(0, 0)",20
娜,1,"(396, 108)","(17, 17)","(16, 17)","(0, 0)",20
娱,1,"(414, 108)","(17, 17)","(16, 17)","(0, 0)",20
婉,1,"(432, 108)","(17, 17)","(16, 17)","(0, 0)",20
婚,1,"(450, 108)","(17, 17)","(16, 17)","(0, 0)",20
婦,1,"(468, 108)","(17, 17)","(16, 17)","(0, 0)",20
婴,1,"(486, 108)","(17, 17)","(16, 17)","(0, 0)",20
媒,1,"(0, 126)","(17, 17)","(16, 17)","(0, 0)",20
嫁,1,"(18, 126)","(17, 17)","(16, 17)","(0, 0)",20
嫌,1,"(36, 126)","(17, 17)","(16, 17)","(0, 0)",20
嫩,1,"(54, 126)","(17, 17)","(16, 17)","(0, 0)",20
嬉,1,"(72, 126)","(17, 17)","(16, 17)","(0, 0)",20
嬢,1,"(90, 126)","(17, 17)","(16, 17)","(0, 0)",20
子,1,"(108, 126)","(17, 17)","(16, 17)","(0, 0)",20
孑,1,"(126, 126)","(17, 17)","(16, 17)","(0, 0)",20
孔,1,"(144, 126)","(17, 17)","(16, 17)","(0, 0)",20
孕,1,"(162, 126)","(17, 17)","(16, 17)","(0, 0)",20
字,1,"(180, 126)","(17, 17)","(16, 17)","(0, 0)",20
存,1,"(198, 126)","(17, 17)","(16, 17)","(0, 0)",20
季,1,"(216, 126)","(17, 17)","(16, 17)","(0, 0)",20
孤,1,"(234, 126)","(17, 17)","(16, 17)","(0, 0)",20
学,1,"(252, 126)","(17, 17)","(16, 17)","(0, 0)",20
孩,1,"(270, 126)","(17, 17)","(16, 17)","(0, 0)",20
孰,1,"(288, 126)","(17, 17)","(16, 17)","(0, 0)",20
孽,1,"(306, 126)","(17, 17)","(16, 17)","(0, 0)",20
宁,1,"(324, 126)","(17, 17)","(16, 17)","(0, 0)",20
它,1,"(342, 126)","(17, 17)","(16, 17)","(0, 0)",20
宅,1,"(360, 126)","(17, 17)","(16, 17)","(0, 0)",20
宇,1,"(378, 126)","(17, 17)","(16, 17)","(0, 0)",20
守,1,"(396, 126)","(17, 17)","(16, 17)","(0, 0)",20
安,1,"(414, 126)","(17, 17)","(16, 17)","(0, 0)",20
完,1,"(432, 126)","(17, 17)","(16, 17)","(0, 0)",20
宏,1,"(450, 126)","(17, 17)","(16, 17)","(0, 0)",20
宗,1,"(468, 126)","(17, 17)","(16, 17)","(0, 0)",20
官,1,"(486, 126)","(17, 17)","(16, 17)","(0, 0)",20
宙,1,"(0, 144)","(17, 17)","(16, 17)","(0, 0)",20
定,1,"(18, 144)","(17, 17)","(16, 17)","(0, 0)",20
宜,1,"(36, 144)","(17, 17)","(16, 17)","(0, 0)",20
宝,1,"(54, 144)","(17, 17)","(16, 17)","(0, 0)",20
实,1,"(72, 144)","(17, 17)","(16, 17)","(0, 0)",20
実,1,"(90, 144)","(17, 17)","(16, 17)","(0, 0)",20
宠,1,"(108, 144)","(17, 17)","(16, 17)","(0, 0)",20
审,1,"(126, 144)","(17, 17)","(16, 17)","(0, 0)",20
客,1,"(144, 144)","(17, 17)","(16, 17)","(0, 0)",20
宣,1,"(162, 144)","(17, 17)","(16, 17)","(0, 0)",20
室,1,"(180, 144)","(17, 17)","(16, 17)","(0, 0)",20
宫,1,"(198, 144)","(17, 17)","(16, 17)","(0, 0)",20
害,1,"(216, 144)","(17, 17)","(16, 17)","(0, 0)",20
宵,1,"(234, 144)","(17, 17)","(16, 17)","(0, 0)",20
家,1,"(252, 144)","(17, 17)","(16, 17)","(0, 0)",20
容,1,"(270, 144)","(17, 17)","(16, 17)","(0, 0)",20
宽,1,"(288, 144)","(17, 17)","(16, 17)","(0, 0)",20
宿,1,"(306, 144)","(17, 17)","(16, 17)","(0, 0)",20
寂,1,"(324, 144)","(17, 17)","(16, 17)","(0, 0)",20
寄,1,"(342, 144)","(17, 17)","(16, 17)","(0, 0)",20
密,1,"(360, 144)","(17, 17)","(16, 17)","(0, 0)",20
富,1,"(378, 144)","(17, 17)","(16, 17)","(0, 0)",20
寒,1,"(396, 144)","(17, 17)","(16, 17)","(0, 0)",20
寓,1,"(414, 144)","(17, 17)","(16, 17)","(0, 0)",20
寞,1,"(432, 144)","(17, 17)","(16, 17)","(0, 0)",20
察,1,"(450, 144)","(17, 17)","(16, 17)","(0, 0)",20
寡,1,"(468, 144)","(17, 17)","(16, 17)","(0, 0)",20
寥,1,"(486, 144)","(17, 17)","(16, 17)","(0, 0)",20
審,1,"(0, 162)","(17, 17)","(16, 17)","(0, 0)",20
寸,1,"(18, 162)","(17, 17)","(16, 17)","(0, 0)",20
对,1,"(36, 162)","(17, 17)","(16, 17)","(0, 0)",20
寻,1,"(54, 162)","(17, 17)","(16, 17)","(0, 0)",20
导,1,"(72, 162)","(17, 17)","(16, 17)","(0, 0)",20
対,1,"(90, 162)","(17, 17)","(16, 17)","(0, 0)",20
寿,1,"(108, 162)","(17, 17)","(16, 17)","(0, 0)",20
封,1,"(126, 162)","(17, 17)","(16, 17)","(0, 0)",20
専,1,"(144, 162)","(17, 17)","(16, 17)","(0, 0)",20
射,1,"(162, 162)","(17, 17)","(16, 17)","(0, 0)",20
将,1,"(180, 162)","(17, 17)","(16, 17)","(0, 0)",20
尊,1,"(198, 162)","(17, 17)","(16, 17)","(0, 0)",20
尋,1,"(216, 162)","(17, 17)","(16, 17)","(0, 0)",20
小,1,"(234, 162)","(17, 17)","(16, 17)","(0, 0)",20
少,1,"(252, 162)","(17, 17)","(16, 17)","(0, 0)",20
尔,1,"(270, 162)","(17, 17)","(16, 17)","(0, 0)",20
尖,1,"(288, 162)","(17, 17)","(16, 17)","(0, 0)",20
尘,1,"(306, 162)","(17, 17)","(16, 17)","(0, 0)",20
尚,1,"(324, 162)","(17, 17)","(16, 17)","(0, 0)",20
尝,1,"(342, 162)","(17, 17)","(16, 17)","(0, 0)",20
尤,1,"(360, 162)","(17, 17)","(16, 17)","(0, 0)",20
尬,1,"(378, 162)","(17, 17)","(16, 17)","(0, 0)",20
就,1,"(396, 162)","(17, 17)","(16, 17)","(0, 0)",20
尴,1,"(414, 162)","(17, 17)","(16, 17)","(0, 0)",20
尸,1,"(432, 162)","(17, 17)","(16, 17)","(0, 0)",20
尺,1,"(450, 162)","(17, 17)","(16, 17)","(0, 0)",20
尼,1,"(468, 162)","(17, 17)","(16, 17)","(0, 0)",20
尽,1,"(486, 162)","(17, 17)","(16, 17)","(0, 0)",20
尾,1,"(0, 180)","(17, 17)","(16, 17)","(0, 0)",20
局,1,"(18, 180)","(17, 17)","(16, 17)","(0, 0)",20
屁,1,"(36, 180)","(17, 17)","(16, 17)","(0, 0)",20
层,1,"(54, 180)","(17, 17)","(16, 17)","(0, 0)",20
居,1,"(72, 180)","(17, 17)","(16, 17)","(0, 0)",20
屈,1,"(90, 180)","(17, 17)","(16, 17)","(0, 0)",20
屉,1,"(108, 180)","(17, 17)","(16, 17)","(0, 0)",20
届,1,"(126, 180)","(17, 17)","(16, 17)","(0, 0)",20
屋,1,"(144, 180)","(17, 17)","(16, 17)","(0, 0)",20
屏,1,"(162, 180)","(17, 17)","(16, 17)","(0, 0)",20
屐,1,"(180, 180)","(17, 17)","(16, 17)","(0, 0)",20
屑,1,"(198, 180)","(17, 17)","(16, 17)","(0, 0)",20
展,1,"(216, 180)","(17, 17)","(16, 17)","(0, 0)",20
属,1,"(234, 180)","(17, 17)","(16, 17)","(0, 0)",20
屠,1,"(252, 180)","(17, 17)","(16, 17)","(0, 0)",20
履,1,"(270, 180)","(17, 17)","(16, 17)","(0, 0)",20
山,1,"(288, 180)","(17, 17)","(16, 17)","(0, 0)",20
岁,1,"(306, 180)","(17, 17)","(16, 17)","(0, 0)",20
岗,1,"(324, 180)","(17, 17)","(16, 17)","(0, 0)",20
岛,1,"(342, 180)","(17, 17)","(16, 17)","(0, 0)",20
岭,1,"(360, 180)","(17, 17)","(16, 17)","(0, 0)",20
岸,1,"(378, 180)","(17, 17)","(16, 17)","(0, 0)",20
峙,1,"(396, 180)","(17, 17)","(16, 17)","(0, 0)",20
峡,1,"(414, 180)","(17, 17)","(16, 17)","(0, 0)",20
峰,1,"(432, 180)","(17, 17)","(16, 17)","(0, 0)",20
峻,1,"(450, 180)","(17, 17)","(16, 17)","(0, 0)",20
崇,1,"(468, 180)","(17, 17)","(16, 17)","(0, 0)",20
崖,1,"(486, 180)","(17, 17)","(16, 17)","(0, 0)",20
崩,1,"(0, 198)","(17, 17)","(16, 17)","(0, 0)",20
崭,1,"(18, 198)","(17, 17)","(16, 17)","(0, 0)",20
嵌,1,"(36, 198)","(17, 17)","(16, 17)","(0, 0)",20
巍,1,"(54, 198)","(17, 17)","(16, 17)","(0, 0)",20
巡,1,"(72, 198)","(17, 17)","(16, 17)","(0, 0)",20
工,1,"(90, 198)","(17, 17)","(16, 17)","(0, 0)",20
左,1,"(108, 198)","(17, 17)","(16, 17)","(0, 0)",20
巧,1,"(126, 198)","(17, 17)","(16, 17)","(0, 0)",20
巨,1,"(144, 198)","(17, 17)","(16, 17)","(0, 0)",20
差,1,"(162, 198)","(17, 17)","(16, 17)","(0, 0)",20
己,1,"(180, 198)","(17, 17)","(16, 17)","(0, 0)",20
已,1,"(198, 198)","(17, 17)","(16, 17)","(0, 0)",20
巴,1,"(216, 198)","(17, 17)","(16, 17)","(0, 0)",20
巷,1,"(234, 198)","(17, 17)","(16, 17)","(0, 0)",20
巻,1,"(252, 198)","(17, 17)","(16, 17)","(0, 0)",20
巾,1,"(270, 198)","(17, 17)","(16, 17)","(0, 0)",20
币,1,"(288, 198)","(17, 17)","(16, 17)","(0, 0)",20
市,1,"(306, 198)","(17, 17)","(16, 17)","(0, 0)",20
布,1,"(324, 198)","(17, 17)","(16, 17)","(0, 0)",20
帅,1,"(342, 198)","(17, 17)","(16, 17)","(0, 0)",20
帆,1,"(360, 198)","(17, 17)","(16, 17)","(0, 0)",20
师,1,"(378, 198)","(17, 17)","(16, 17)","(0, 0)",20
希,1,"(396, 198)","(17, 17)","(16, 17)","(0, 0)",20
帐,1,"(414, 198)","(17, 17)","(16, 17)","(0, 0)",20
帘,1,"(432, 198)","(17, 17)","(16, 17)","(0, 0)",20
帛,1,"(450, 198)","(17, 17)","(16, 17)","(0, 0)",20
帝,1,"(468, 198)","(17, 17)","(16, 17)","(0, 0)",20
带,1,"(486, 198)","(17, 17)","(16, 17)","(0, 0)",20
師,1,"(0, 216)","(17, 17)","(16, 17)","(0, 0)",20
席,1,"(18, 216)","(17, 17)","(16, 17)","(0, 0)",20
帮,1,"(36, 216)","(17, 17)","(16, 17)","(0, 0)",20
帯,1,"(54, 216)","(17, 17)","(16, 17)","(0, 0)",20
帰,1,"(72, 216)","(17, 17)","(16, 17)","(0, 0)",20
帷,1,"(90, 216)","(17, 17)","(16, 17)","(0, 0)",20
常,1,"(108, 216)","(17, 17)","(16, 17)","(0, 0)",20
帼,1,"(126, 216)","(17, 17)","(16, 17)","(0, 0)",20
帽,1,"(144, 216)","(17, 17)","(16, 17)","(0, 0)",20
幅,1,"(162, 216)","(17, 17)","(16, 17)","(0, 0)",20
幕,1,"(180, 216)","(17, 17)","(16, 17)","(0, 0)",20
干,1,"(198, 216)","(17, 17)","(16, 17)","(0, 0)",20
平,1,"(216, 216)","(17, 17)","(16, 17)","(0, 0)",20
年,1,"(234, 216)","(17, 17)","(16, 17)","(0, 0)",20
并,1,"(252, 216)","(17, 17)","(16, 17)","(0, 0)",20
幸,1,"(270, 216)","(17, 17)","(16, 17)","(0, 0)",20
幻,1,"(288, 216)","(17, 17)","(16, 17)","(0, 0)",20
幼,1,"(306, 216)","(17, 17)","(16, 17)","(0, 0)",20
幽,1,"(324, 216)","(17, 17)","(16, 17)","(0, 0)",20
广,1,"(342, 216)","(17, 17)","(16, 17)","(0, 0)",20
庁,1,"(360, 216)","(17, 17)","(16, 17)","(0, 0)",20
庄,1,"(378, 216)","(17, 17)","(16, 17)","(0, 0)",20
庆,1,"(396, 216)","(17, 17)","(16, 17)","(0, 0)",20
庇,1,"(414, 216)","(17, 17)","(16, 17)","(0, 0)",20
床,1,"(432, 216)","(17, 17)","(16, 17)","(0, 0)",20
序,1,"(450, 216)","(17, 17)","(16, 17)","(0, 0)",20
庐,1,"(468, 216)","(17, 17)","(16, 17)","(0, 0)",20
库,1,"(486, 216)","(17, 17)","(16, 17)","(0, 0)",20
应,1,"(0, 234)","(17, 17)","(16, 17)","(0, 0)",20
底,1,"(18, 234)","(17, 17)","(16, 17)","(0, 0)",20
店,1,"(36, 234)","(17, 17)","(16, 17)","(0, 0)",20
府,1,"(54, 234)","(17, 17)","(16, 17)","(0, 0)",20
庞,1,"(72, 234)","(17, 17)","(16, 17)","(0, 0)",20
废,1,"(90, 234)","(17, 17)","(16, 17)","(0, 0)",20
度,1,"(108, 234)","(17, 17)","(16, 17)","(0, 0)",20
座,1,"(126, 234)","(17, 17)","(16, 17)","(0, 0)",20
庭,1,"(144, 234)","(17, 17)","(16, 17)","(0, 0)",20
康,1,"(162, 234)","(17, 17)","(16, 17)","(0, 0)",20
廉,1,"(180, 234)","(17, 17)","(16, 17)","(0, 0)",20
廊,1,"(198, 234)","(17, 17)","(16, 17)","(0, 0)",20
延,1,"(216, 234)","(17, 17)","(16, 17)","(0, 0)",20
廷,1,"(234, 234)","(17, 17)","(16, 17)","(0, 0)",20
建,1,"(252, 234)","(17, 17)","(16, 17)","(0, 0)",20
开,1,"(270, 234)","(17, 17)","(16, 17)","(0, 0)",20
弁,1,"(288, 234)","(17, 17)","(16, 17)","(0, 0)",20
异,1,"(306, 234)","(17, 17)","(16, 17)","(0, 0)",20
弃,1,"(324, 234)","(17, 17)","(16, 17)","(0, 0)",20
弄,1,"(342, 234)","(17, 17)","(16, 17)","(0, 0)",20
式,1,"(360, 234)","(17, 17)","(16, 17)","(0, 0)",20
弓,1,"(378, 234)","(17, 17)","(16, 17)","(0, 0)",20
引,1,"(396, 234)","(17, 17)","(16, 17)","(0, 0)",20
弗,1,"(414, 234)","(17, 17)","(16, 17)","(0, 0)",20
弟,1,"(432, 234)","(17, 17)","(16, 17)","(0, 0)",20
张,1,"(450, 234)","(17, 17)","(16, 17)","(0, 0)",20
弥,1,"(468, 234)","(17, 17)","(16, 17)","(0, 0)",20
弦,1,"(486, 234)","(17, 17)","(16, 17)","(0, 0)",20
弩,1,"(0, 252)","(17, 17)","(16, 17)","(0, 0)",20
弯,1,"(18, 252)","(17, 17)","(16, 17)","(0, 0)",20
弱,1,"(36, 252)","(17, 17)","(16, 17)","(0, 0)",20
張,1,"(54, 252)","(17, 17)","(16, 17)","(0, 0)",20
強,1,"(72, 252)","(17, 17)","(16, 17)","(0, 0)",20
弹,1,"(90, 252)","(17, 17)","(16, 17)","(0, 0)",20
强,1,"(108, 252)","(17, 17)","(16, 17)","(0, 0)",20
归,1,"(126, 252)","(17, 17)","(16, 17)","(0, 0)",20
当,1,"(144, 252)","(17, 17)","(16, 17)","(0, 0)",20
录,1,"(162, 252)","(17, 17)","(16, 17)","(0, 0)",20
形,1,"(180, 252)","(17, 17)","(16, 17)","(0, 0)",20
彩,1,"(198, 252)","(17, 17)","(16, 17)","(0, 0)",20
彰,1,"(216, 252)","(17, 17)","(16, 17)","(0, 0)",20
影,1,"(234, 252)","(17, 17)","(16, 17)","(0, 0)",20
役,1,"(252, 252)","(17, 17)","(16, 17)","(0, 0)",20
彻,1,"(270, 252)","(17, 17)","(16, 17)","(0, 0)",20
彼,1,"(288, 252)","(17, 17)","(16, 17)","(0, 0)",20
往,1,"(306, 252)","(17, 17)","(16, 17)","(0, 0)",20
征,1,"(324, 252)","(17, 17)","(16, 17)","(0, 0)",20
径,1,"(342, 252)","(17, 17)","(16, 17)","(0, 0)",20
待,1,"(360, 252)","(17, 17)","(16, 17)","(0, 0)",20
很,1,"(378, 252)","(17, 17)","(16, 17)","(0, 0)",20
徊,1,"(396, 252)","(17, 17)","(16, 17)","(0, 0)",20
律,1,"(414, 252)","(17, 17)","(16, 17)","(0, 0)",20
後,1,"(432, 252)","(17, 17)","(16, 17)","(0, 0)",20
徒,1,"(450, 252)","(17, 17)","(16, 17)","(0, 0)",20
