char,tex,pos,size,pos_off,pos_add,offset
展,0,"(54, 236)","(17, 17)","(16, 17)","(0, 0)",20
工,0,"(72, 236)","(17, 17)","(16, 17)","(0, 0)",20
已,0,"(90, 236)","(17, 17)","(16, 17)","(0, 0)",20
巴,0,"(108, 236)","(17, 17)","(16, 17)","(0, 0)",20
巾,0,"(126, 236)","(17, 17)","(16, 17)","(0, 0)",20
布,0,"(144, 236)","(17, 17)","(16, 17)","(0, 0)",20
师,0,"(162, 236)","(17, 17)","(16, 17)","(0, 0)",20
希,0,"(180, 236)","(17, 17)","(16, 17)","(0, 0)",20
席,0,"(198, 236)","(17, 17)","(16, 17)","(0, 0)",20
帽,0,"(216, 236)","(17, 17)","(16, 17)","(0, 0)",20
幕,0,"(234, 236)","(17, 17)","(16, 17)","(0, 0)",20
平,0,"(252, 236)","(17, 17)","(16, 17)","(0, 0)",20
年,0,"(270, 236)","(17, 17)","(16, 17)","(0, 0)",20
库,0,"(288, 236)","(17, 17)","(16, 17)","(0, 0)",20
店,0,"(306, 236)","(17, 17)","(16, 17)","(0, 0)",20
庭,0,"(324, 236)","(17, 17)","(16, 17)","(0, 0)",20
廉,0,"(342, 236)","(17, 17)","(16, 17)","(0, 0)",20
廊,0,"(360, 236)","(17, 17)","(16, 17)","(0, 0)",20
廷,0,"(378, 236)","(17, 17)","(16, 17)","(0, 0)",20
开,0,"(396, 236)","(17, 17)","(16, 17)","(0, 0)",20
式,0,"(414, 236)","(17, 17)","(16, 17)","(0, 0)",20
引,0,"(432, 236)","(17, 17)","(16, 17)","(0, 0)",20
弗,0,"(450, 236)","(17, 17)","(16, 17)","(0, 0)",20
弩,0,"(468, 236)","(17, 17)","(16, 17)","(0, 0)",20
归,0,"(486, 236)","(17, 17)","(16, 17)","(0, 0)",20
当,0,"(0, 254)","(17, 17)","(16, 17)","(0, 0)",20
录,0,"(18, 254)","(17, 17)","(16, 17)","(0, 0)",20
待,0,"(36, 254)","(17, 17)","(16, 17)","(0, 0)",20
律,0,"(54, 254)","(17, 17)","(16, 17)","(0, 0)",20
御,0,"(72, 254)","(17, 17)","(16, 17)","(0, 0)",20
德,0,"(90, 254)","(17, 17)","(16, 17)","(0, 0)",20
志,0,"(108, 254)","(17, 17)","(16, 17)","(0, 0)",20
快,0,"(126, 254)","(17, 17)","(16, 17)","(0, 0)",20
念,0,"(144, 254)","(17, 17)","(16, 17)","(0, 0)",20
恩,0,"(162, 254)","(17, 17)","(16, 17)","(0, 0)",20
息,0,"(180, 254)","(17, 17)","(16, 17)","(0, 0)",20
悟,0,"(198, 254)","(17, 17)","(16, 17)","(0, 0)",20
悠,0,"(216, 254)","(17, 17)","(16, 17)","(0, 0)",20
惩,0,"(234, 254)","(17, 17)","(16, 17)","(0, 0)",20
想,0,"(252, 254)","(17, 17)","(16, 17)","(0, 0)",20
意,0,"(270, 254)","(17, 17)","(16, 17)","(0, 0)",20
慈,0,"(288, 254)","(17, 17)","(16, 17)","(0, 0)",20
懐,0,"(306, 254)","(17, 17)","(16, 17)","(0, 0)",20
戈,0,"(324, 254)","(17, 17)","(16, 17)","(0, 0)",20
成,0,"(342, 254)","(17, 17)","(16, 17)","(0, 0)",20
戒,0,"(360, 254)","(17, 17)","(16, 17)","(0, 0)",20
房,0,"(378, 254)","(17, 17)","(16, 17)","(0, 0)",20
所,0,"(396, 254)","(17, 17)","(16, 17)","(0, 0)",20
手,0,"(414, 254)","(17, 17)","(16, 17)","(0, 0)",20
托,0,"(432, 254)","(17, 17)","(16, 17)","(0, 0)",20
扭,0,"(450, 254)","(17, 17)","(16, 17)","(0, 0)",20
找,0,"(468, 254)","(17, 17)","(16, 17)","(0, 0)",20
技,0,"(486, 254)","(17, 17)","(16, 17)","(0, 0)",20
护,0,"(0, 272)","(17, 17)","(16, 17)","(0, 0)",20
报,0,"(18, 272)","(17, 17)","(16, 17)","(0, 0)",20
抽,0,"(36, 272)","(17, 17)","(16, 17)","(0, 0)",20
拉,0,"(54, 272)","(17, 17)","(16, 17)","(0, 0)",20
拘,0,"(72, 272)","(17, 17)","(16, 17)","(0, 0)",20
拜,0,"(90, 272)","(17, 17)","(16, 17)","(0, 0)",20
择,0,"(108, 272)","(17, 17)","(16, 17)","(0, 0)",20
指,0,"(126, 272)","(17, 17)","(16, 17)","(0, 0)",20
换,0,"(144, 272)","(17, 17)","(16, 17)","(0, 0)",20
据,0,"(162, 272)","(17, 17)","(16, 17)","(0, 0)",20
授,0,"(180, 272)","(17, 17)","(16, 17)","(0, 0)",20
掉,0,"(198, 272)","(17, 17)","(16, 17)","(0, 0)",20
探,0,"(216, 272)","(17, 17)","(16, 17)","(0, 0)",20
接,0,"(234, 272)","(17, 17)","(16, 17)","(0, 0)",20
推,0,"(252, 272)","(17, 17)","(16, 17)","(0, 0)",20
搜,0,"(270, 272)","(17, 17)","(16, 17)","(0, 0)",20
摩,0,"(288, 272)","(17, 17)","(16, 17)","(0, 0)",20
收,0,"(306, 272)","(17, 17)","(16, 17)","(0, 0)",20
政,0,"(324, 272)","(17, 17)","(16, 17)","(0, 0)",20
故,0,"(342, 272)","(17, 17)","(16, 17)","(0, 0)",20
教,0,"(360, 272)","(17, 17)","(16, 17)","(0, 0)",20
敦,0,"(378, 272)","(17, 17)","(16, 17)","(0, 0)",20
数,0,"(396, 272)","(17, 17)","(16, 17)","(0, 0)",20
文,0,"(414, 272)","(17, 17)","(16, 17)","(0, 0)",20
料,0,"(432, 272)","(17, 17)","(16, 17)","(0, 0)",20
断,0,"(450, 272)","(17, 17)","(16, 17)","(0, 0)",20
斯,0,"(468, 272)","(17, 17)","(16, 17)","(0, 0)",20
新,0,"(486, 272)","(17, 17)","(16, 17)","(0, 0)",20
旅,0,"(0, 290)","(17, 17)","(16, 17)","(0, 0)",20
无,0,"(18, 290)","(17, 17)","(16, 17)","(0, 0)",20
日,0,"(36, 290)","(17, 17)","(16, 17)","(0, 0)",20
旦,0,"(54, 290)","(17, 17)","(16, 17)","(0, 0)",20
时,0,"(72, 290)","(17, 17)","(16, 17)","(0, 0)",20
明,0,"(90, 290)","(17, 17)","(16, 17)","(0, 0)",20
是,0,"(108, 290)","(17, 17)","(16, 17)","(0, 0)",20
時,0,"(126, 290)","(17, 17)","(16, 17)","(0, 0)",20
晚,0,"(144, 290)","(17, 17)","(16, 17)","(0, 0)",20
普,0,"(162, 290)","(17, 17)","(16, 17)","(0, 0)",20
晶,0,"(180, 290)","(17, 17)","(16, 17)","(0, 0)",20
曲,0,"(198, 290)","(17, 17)","(16, 17)","(0, 0)",20
曼,0,"(216, 290)","(17, 17)","(16, 17)","(0, 0)",20
最,0,"(234, 290)","(17, 17)","(16, 17)","(0, 0)",20
有,0,"(252, 290)","(17, 17)","(16, 17)","(0, 0)",20
朝,0,"(270, 290)","(17, 17)","(16, 17)","(0, 0)",20
未,0,"(288, 290)","(17, 17)","(16, 17)","(0, 0)",20
本,0,"(306, 290)","(17, 17)","(16, 17)","(0, 0)",20
机,0,"(324, 290)","(17, 17)","(16, 17)","(0, 0)",20
杀,0,"(342, 290)","(17, 17)","(16, 17)","(0, 0)",20
村,0,"(360, 290)","(17, 17)","(16, 17)","(0, 0)",20
来,0,"(378, 290)","(17, 17)","(16, 17)","(0, 0)",20
杯,0,"(396, 290)","(17, 17)","(16, 17)","(0, 0)",20
杰,0,"(414, 290)","(17, 17)","(16, 17)","(0, 0)",20
板,0,"(432, 290)","(17, 17)","(16, 17)","(0, 0)",20
林,0,"(450, 290)","(17, 17)","(16, 17)","(0, 0)",20
枪,0,"(468, 290)","(17, 17)","(16, 17)","(0, 0)",20
架,0,"(486, 290)","(17, 17)","(16, 17)","(0, 0)",20
柜,0,"(0, 308)","(17, 17)","(16, 17)","(0, 0)",20
查,0,"(18, 308)","(17, 17)","(16, 17)","(0, 0)",20
柯,0,"(36, 308)","(17, 17)","(16, 17)","(0, 0)",20
标,0,"(54, 308)","(17, 17)","(16, 17)","(0, 0)",20
栈,0,"(72, 308)","(17, 17)","(16, 17)","(0, 0)",20
校,0,"(90, 308)","(17, 17)","(16, 17)","(0, 0)",20
根,0,"(108, 308)","(17, 17)","(16, 17)","(0, 0)",20
格,0,"(126, 308)","(17, 17)","(16, 17)","(0, 0)",20
框,0,"(144, 308)","(17, 17)","(16, 17)","(0, 0)",20
案,0,"(162, 308)","(17, 17)","(16, 17)","(0, 0)",20
档,0,"(180, 308)","(17, 17)","(16, 17)","(0, 0)",20
桥,0,"(198, 308)","(17, 17)","(16, 17)","(0, 0)",20
梅,0,"(216, 308)","(17, 17)","(16, 17)","(0, 0)",20
械,0,"(234, 308)","(17, 17)","(16, 17)","(0, 0)",20
检,0,"(252, 308)","(17, 17)","(16, 17)","(0, 0)",20
棒,0,"(270, 308)","(17, 17)","(16, 17)","(0, 0)",20
森,0,"(288, 308)","(17, 17)","(16, 17)","(0, 0)",20
止,0,"(306, 308)","(17, 17)","(16, 17)","(0, 0)",20
正,0,"(324, 308)","(17, 17)","(16, 17)","(0, 0)",20
步,0,"(342, 308)","(17, 17)","(16, 17)","(0, 0)",20
武,0,"(360, 308)","(17, 17)","(16, 17)","(0, 0)",20
歩,0,"(378, 308)","(17, 17)","(16, 17)","(0, 0)",20
死,0,"(396, 308)","(17, 17)","(16, 17)","(0, 0)",20
毒,0,"(414, 308)","(17, 17)","(16, 17)","(0, 0)",20
比,0,"(432, 308)","(17, 17)","(16, 17)","(0, 0)",20
气,0,"(450, 308)","(17, 17)","(16, 17)","(0, 0)",20
水,0,"(468, 308)","(17, 17)","(16, 17)","(0, 0)",20
沃,0,"(486, 308)","(17, 17)","(16, 17)","(0, 0)",20
沉,0,"(0, 326)","(17, 17)","(16, 17)","(0, 0)",20
沙,0,"(18, 326)","(17, 17)","(16, 17)","(0, 0)",20
没,0,"(36, 326)","(17, 17)","(16, 17)","(0, 0)",20
治,0,"(54, 326)","(17, 17)","(16, 17)","(0, 0)",20
法,0,"(72, 326)","(17, 17)","(16, 17)","(0, 0)",20
波,0,"(90, 326)","(17, 17)","(16, 17)","(0, 0)",20
注,0,"(108, 326)","(17, 17)","(16, 17)","(0, 0)",20
泽,0,"(126, 326)","(17, 17)","(16, 17)","(0, 0)",20
洁,0,"(144, 326)","(17, 17)","(16, 17)","(0, 0)",20
洋,0,"(162, 326)","(17, 17)","(16, 17)","(0, 0)",20
洛,0,"(180, 326)","(17, 17)","(16, 17)","(0, 0)",20
消,0,"(198, 326)","(17, 17)","(16, 17)","(0, 0)",20
港,0,"(216, 326)","(17, 17)","(16, 17)","(0, 0)",20
漱,0,"(234, 326)","(17, 17)","(16, 17)","(0, 0)",20
灵,0,"(252, 326)","(17, 17)","(16, 17)","(0, 0)",20
点,0,"(270, 326)","(17, 17)","(16, 17)","(0, 0)",20
烛,0,"(288, 326)","(17, 17)","(16, 17)","(0, 0)",20
烟,0,"(306, 326)","(17, 17)","(16, 17)","(0, 0)",20
热,0,"(324, 326)","(17, 17)","(16, 17)","(0, 0)",20
照,0,"(342, 326)","(17, 17)","(16, 17)","(0, 0)",20
爱,0,"(360, 326)","(17, 17)","(16, 17)","(0, 0)",20
片,0,"(378, 326)","(17, 17)","(16, 17)","(0, 0)",20
版,0,"(396, 326)","(17, 17)","(16, 17)","(0, 0)",20
物,0,"(414, 326)","(17, 17)","(16, 17)","(0, 0)",20
特,0,"(432, 326)","(17, 17)","(16, 17)","(0, 0)",20
犯,0,"(450, 326)","(17, 17)","(16, 17)","(0, 0)",20
状,0,"(468, 326)","(17, 17)","(16, 17)","(0, 0)",20
狩,0,"(486, 326)","(17, 17)","(16, 17)","(0, 0)",20
狱,0,"(0, 344)","(17, 17)","(16, 17)","(0, 0)",20
猎,0,"(18, 344)","(17, 17)","(16, 17)","(0, 0)",20
玄,0,"(36, 344)","(17, 17)","(16, 17)","(0, 0)",20
王,0,"(54, 344)","(17, 17)","(16, 17)","(0, 0)",20
玛,0,"(72, 344)","(17, 17)","(16, 17)","(0, 0)",20
现,0,"(90, 344)","(17, 17)","(16, 17)","(0, 0)",20
玻,0,"(108, 344)","(17, 17)","(16, 17)","(0, 0)",20
班,0,"(126, 344)","(17, 17)","(16, 17)","(0, 0)",20
球,0,"(144, 344)","(17, 17)","(16, 17)","(0, 0)",20
理,0,"(162, 344)","(17, 17)","(16, 17)","(0, 0)",20
琴,0,"(180, 344)","(17, 17)","(16, 17)","(0, 0)",20
璃,0,"(198, 344)","(17, 17)","(16, 17)","(0, 0)",20
瓦,0,"(216, 344)","(17, 17)","(16, 17)","(0, 0)",20
瓶,0,"(234, 344)","(17, 17)","(16, 17)","(0, 0)",20
生,0,"(252, 344)","(17, 17)","(16, 17)","(0, 0)",20
用,0,"(270, 344)","(17, 17)","(16, 17)","(0, 0)",20
电,0,"(288, 344)","(17, 17)","(16, 17)","(0, 0)",20
男,0,"(306, 344)","(17, 17)","(16, 17)","(0, 0)",20
画,0,"(324, 344)","(17, 17)","(16, 17)","(0, 0)",20
留,0,"(342, 344)","(17, 17)","(16, 17)","(0, 0)",20
疑,0,"(360, 344)","(17, 17)","(16, 17)","(0, 0)",20
病,0,"(378, 344)","(17, 17)","(16, 17)","(0, 0)",20
痕,0,"(396, 344)","(17, 17)","(16, 17)","(0, 0)",20
白,0,"(414, 344)","(17, 17)","(16, 17)","(0, 0)",20
皂,0,"(432, 344)","(17, 17)","(16, 17)","(0, 0)",20
的,0,"(450, 344)","(17, 17)","(16, 17)","(0, 0)",20
监,0,"(468, 344)","(17, 17)","(16, 17)","(0, 0)",20
盘,0,"(486, 344)","(17, 17)","(16, 17)","(0, 0)",20
目,0,"(0, 362)","(17, 17)","(16, 17)","(0, 0)",20
相,0,"(18, 362)","(17, 17)","(16, 17)","(0, 0)",20
真,0,"(36, 362)","(17, 17)","(16, 17)","(0, 0)",20
石,0,"(54, 362)","(17, 17)","(16, 17)","(0, 0)",20
码,0,"(72, 362)","(17, 17)","(16, 17)","(0, 0)",20
研,0,"(90, 362)","(17, 17)","(16, 17)","(0, 0)",20
碎,0,"(108, 362)","(17, 17)","(16, 17)","(0, 0)",20
示,0,"(126, 362)","(17, 17)","(16, 17)","(0, 0)",20
神,0,"(144, 362)","(17, 17)","(16, 17)","(0, 0)",20
票,0,"(162, 362)","(17, 17)","(16, 17)","(0, 0)",20
福,0,"(180, 362)","(17, 17)","(16, 17)","(0, 0)",20
私,0,"(198, 362)","(17, 17)","(16, 17)","(0, 0)",20
科,0,"(216, 362)","(17, 17)","(16, 17)","(0, 0)",20
究,0,"(234, 362)","(17, 17)","(16, 17)","(0, 0)",20
空,0,"(252, 362)","(17, 17)","(16, 17)","(0, 0)",20
窗,0,"(270, 362)","(17, 17)","(16, 17)","(0, 0)",20
章,0,"(288, 362)","(17, 17)","(16, 17)","(0, 0)",20
笔,0,"(306, 362)","(17, 17)","(16, 17)","(0, 0)",20
符,0,"(324, 362)","(17, 17)","(16, 17)","(0, 0)",20
第,0,"(342, 362)","(17, 17)","(16, 17)","(0, 0)",20
笼,0,"(360, 362)","(17, 17)","(16, 17)","(0, 0)",20
筋,0,"(378, 362)","(17, 17)","(16, 17)","(0, 0)",20
筒,0,"(396, 362)","(17, 17)","(16, 17)","(0, 0)",20
签,0,"(414, 362)","(17, 17)","(16, 17)","(0, 0)",20
简,0,"(432, 362)","(17, 17)","(16, 17)","(0, 0)",20
箱,0,"(450, 362)","(17, 17)","(16, 17)","(0, 0)",20
米,0,"(468, 362)","(17, 17)","(16, 17)","(0, 0)",20
籾,0,"(486, 362)","(17, 17)","(16, 17)","(0, 0)",20
粗,0,"(0, 380)","(17, 17)","(16, 17)","(0, 0)",20
細,0,"(18, 380)","(17, 17)","(16, 17)","(0, 0)",20
红,0,"(36, 380)","(17, 17)","(16, 17)","(0, 0)",20
约,0,"(54, 380)","(17, 17)","(16, 17)","(0, 0)",20
纪,0,"(72, 380)","(17, 17)","(16, 17)","(0, 0)",20
纱,0,"(90, 380)","(17, 17)","(16, 17)","(0, 0)",20
纳,0,"(108, 380)","(17, 17)","(16, 17)","(0, 0)",20
纸,0,"(126, 380)","(17, 17)","(16, 17)","(0, 0)",20
绅,0,"(144, 380)","(17, 17)","(16, 17)","(0, 0)",20
细,0,"(162, 380)","(17, 17)","(16, 17)","(0, 0)",20
织,0,"(180, 380)","(17, 17)","(16, 17)","(0, 0)",20
终,0,"(198, 380)","(17, 17)","(16, 17)","(0, 0)",20
绍,0,"(216, 380)","(17, 17)","(16, 17)","(0, 0)",20
经,0,"(234, 380)","(17, 17)","(16, 17)","(0, 0)",20
绑,0,"(252, 380)","(17, 17)","(16, 17)","(0, 0)",20
继,0,"(270, 380)","(17, 17)","(16, 17)","(0, 0)",20
续,0,"(288, 380)","(17, 17)","(16, 17)","(0, 0)",20
绳,0,"(306, 380)","(17, 17)","(16, 17)","(0, 0)",20
维,0,"(324, 380)","(17, 17)","(16, 17)","(0, 0)",20
绿,0,"(342, 380)","(17, 17)","(16, 17)","(0, 0)",20
罗,0,"(360, 380)","(17, 17)","(16, 17)","(0, 0)",20
置,0,"(378, 380)","(17, 17)","(16, 17)","(0, 0)",20
羽,0,"(396, 380)","(17, 17)","(16, 17)","(0, 0)",20
翰,0,"(414, 380)","(17, 17)","(16, 17)","(0, 0)",20
翻,0,"(432, 380)","(17, 17)","(16, 17)","(0, 0)",20
者,0,"(450, 380)","(17, 17)","(16, 17)","(0, 0)",20
聖,0,"(468, 380)","(17, 17)","(16, 17)","(0, 0)",20
聞,0,"(486, 380)","(17, 17)","(16, 17)","(0, 0)",20
肥,0,"(0, 398)","(17, 17)","(16, 17)","(0, 0)",20
肩,0,"(18, 398)","(17, 17)","(16, 17)","(0, 0)",20
胁,0,"(36, 398)","(17, 17)","(16, 17)","(0, 0)",20
背,0,"(54, 398)","(17, 17)","(16, 17)","(0, 0)",20
胳,0,"(72, 398)","(17, 17)","(16, 17)","(0, 0)",20
能,0,"(90, 398)","(17, 17)","(16, 17)","(0, 0)",20
脖,0,"(108, 398)","(17, 17)","(16, 17)","(0, 0)",20
腕,0,"(126, 398)","(17, 17)","(16, 17)","(0, 0)",20
膀,0,"(144, 398)","(17, 17)","(16, 17)","(0, 0)",20
膊,0,"(162, 398)","(17, 17)","(16, 17)","(0, 0)",20
臂,0,"(180, 398)","(17, 17)","(16, 17)","(0, 0)",20
自,0,"(198, 398)","(17, 17)","(16, 17)","(0, 0)",20
舱,0,"(216, 398)","(17, 17)","(16, 17)","(0, 0)",20
船,0,"(234, 398)","(17, 17)","(16, 17)","(0, 0)",20
色,0,"(252, 398)","(17, 17)","(16, 17)","(0, 0)",20
花,0,"(270, 398)","(17, 17)","(16, 17)","(0, 0)",20
英,0,"(288, 398)","(17, 17)","(16, 17)","(0, 0)",20
茶,0,"(306, 398)","(17, 17)","(16, 17)","(0, 0)",20
药,0,"(324, 398)","(17, 17)","(16, 17)","(0, 0)",20
莉,0,"(342, 398)","(17, 17)","(16, 17)","(0, 0)",20
莎,0,"(360, 398)","(17, 17)","(16, 17)","(0, 0)",20
莫,0,"(378, 398)","(17, 17)","(16, 17)","(0, 0)",20
莱,0,"(396, 398)","(17, 17)","(16, 17)","(0, 0)",20
菲,0,"(414, 398)","(17, 17)","(16, 17)","(0, 0)",20
落,0,"(432, 398)","(17, 17)","(16, 17)","(0, 0)",20
蒙,0,"(450, 398)","(17, 17)","(16, 17)","(0, 0)",20
藏,0,"(468, 398)","(17, 17)","(16, 17)","(0, 0)",20
蜡,0,"(486, 398)","(17, 17)","(16, 17)","(0, 0)",20
螺,0,"(0, 416)","(17, 17)","(16, 17)","(0, 0)",20
行,0,"(18, 416)","(17, 17)","(16, 17)","(0, 0)",20
街,0,"(36, 416)","(17, 17)","(16, 17)","(0, 0)",20
衣,0,"(54, 416)","(17, 17)","(16, 17)","(0, 0)",20
表,0,"(72, 416)","(17, 17)","(16, 17)","(0, 0)",20
被,0,"(90, 416)","(17, 17)","(16, 17)","(0, 0)",20
装,0,"(108, 416)","(17, 17)","(16, 17)","(0, 0)",20
裙,0,"(126, 416)","(17, 17)","(16, 17)","(0, 0)",20
補,0,"(144, 416)","(17, 17)","(16, 17)","(0, 0)",20
西,0,"(162, 416)","(17, 17)","(16, 17)","(0, 0)",20
要,0,"(180, 416)","(17, 17)","(16, 17)","(0, 0)",20
见,0,"(198, 416)","(17, 17)","(16, 17)","(0, 0)",20
览,0,"(216, 416)","(17, 17)","(16, 17)","(0, 0)",20
觉,0,"(234, 416)","(17, 17)","(16, 17)","(0, 0)",20
解,0,"(252, 416)","(17, 17)","(16, 17)","(0, 0)",20
計,0,"(270, 416)","(17, 17)","(16, 17)","(0, 0)",20
記,0,"(288, 416)","(17, 17)","(16, 17)","(0, 0)",20
訴,0,"(306, 416)","(17, 17)","(16, 17)","(0, 0)",20
警,0,"(324, 416)","(17, 17)","(16, 17)","(0, 0)",20
计,0,"(342, 416)","(17, 17)","(16, 17)","(0, 0)",20
讣,0,"(360, 416)","(17, 17)","(16, 17)","(0, 0)",20
记,0,"(378, 416)","(17, 17)","(16, 17)","(0, 0)",20
论,0,"(396, 416)","(17, 17)","(16, 17)","(0, 0)",20
设,0,"(414, 416)","(17, 17)","(16, 17)","(0, 0)",20
证,0,"(432, 416)","(17, 17)","(16, 17)","(0, 0)",20
诊,0,"(450, 416)","(17, 17)","(16, 17)","(0, 0)",20
词,0,"(468, 416)","(17, 17)","(16, 17)","(0, 0)",20
试,0,"(486, 416)","(17, 17)","(16, 17)","(0, 0)",20
话,0,"(0, 434)","(17, 17)","(16, 17)","(0, 0)",20
详,0,"(18, 434)","(17, 17)","(16, 17)","(0, 0)",20
说,0,"(36, 434)","(17, 17)","(16, 17)","(0, 0)",20
请,0,"(54, 434)","(17, 17)","(16, 17)","(0, 0)",20
诺,0,"(72, 434)","(17, 17)","(16, 17)","(0, 0)",20
调,0,"(90, 434)","(17, 17)","(16, 17)","(0, 0)",20
谜,0,"(108, 434)","(17, 17)","(16, 17)","(0, 0)",20
豆,0,"(126, 434)","(17, 17)","(16, 17)","(0, 0)",20
贝,0,"(144, 434)","(17, 17)","(16, 17)","(0, 0)",20
购,0,"(162, 434)","(17, 17)","(16, 17)","(0, 0)",20
资,0,"(180, 434)","(17, 17)","(16, 17)","(0, 0)",20
走,0,"(198, 434)","(17, 17)","(16, 17)","(0, 0)",20
起,0,"(216, 434)","(17, 17)","(16, 17)","(0, 0)",20
路,0,"(234, 434)","(17, 17)","(16, 17)","(0, 0)",20
跳,0,"(252, 434)","(17, 17)","(16, 17)","(0, 0)",20
身,0,"(270, 434)","(17, 17)","(16, 17)","(0, 0)",20
转,0,"(288, 434)","(17, 17)","(16, 17)","(0, 0)",20
辈,0,"(306, 434)","(17, 17)","(16, 17)","(0, 0)",20
辞,0,"(324, 434)","(17, 17)","(16, 17)","(0, 0)",20
辩,0,"(342, 434)","(17, 17)","(16, 17)","(0, 0)",20
达,0,"(360, 434)","(17, 17)","(16, 17)","(0, 0)",20
过,0,"(378, 434)","(17, 17)","(16, 17)","(0, 0)",20
返,0,"(396, 434)","(17, 17)","(16, 17)","(0, 0)",20
还,0,"(414, 434)","(17, 17)","(16, 17)","(0, 0)",20
这,0,"(432, 434)","(17, 17)","(16, 17)","(0, 0)",20
进,0,"(450, 434)","(17, 17)","(16, 17)","(0, 0)",20
迪,0,"(468, 434)","(17, 17)","(16, 17)","(0, 0)",20
迹,0,"(486, 434)","(17, 17)","(16, 17)","(0, 0)",20
追,0,"(0, 452)","(17, 17)","(16, 17)","(0, 0)",20
退,0,"(18, 452)","(17, 17)","(16, 17)","(0, 0)",20
逃,0,"(36, 452)","(17, 17)","(16, 17)","(0, 0)",20
选,0,"(54, 452)","(17, 17)","(16, 17)","(0, 0)",20
通,0,"(72, 452)","(17, 17)","(16, 17)","(0, 0)",20
逢,0,"(90, 452)","(17, 17)","(16, 17)","(0, 0)",20
逼,0,"(108, 452)","(17, 17)","(16, 17)","(0, 0)",20
道,0,"(126, 452)","(17, 17)","(16, 17)","(0, 0)",20
遗,0,"(144, 452)","(17, 17)","(16, 17)","(0, 0)",20
郎,0,"(162, 452)","(17, 17)","(16, 17)","(0, 0)",20
部,0,"(180, 452)","(17, 17)","(16, 17)","(0, 0)",20
都,0,"(198, 452)","(17, 17)","(16, 17)","(0, 0)",20
酒,0,"(216, 452)","(17, 17)","(16, 17)","(0, 0)",20
醒,0,"(234, 452)","(17, 17)","(16, 17)","(0, 0)",20
里,0,"(252, 452)","(17, 17)","(16, 17)","(0, 0)",20
重,0,"(270, 452)","(17, 17)","(16, 17)","(0, 0)",20
量,0,"(288, 452)","(17, 17)","(16, 17)","(0, 0)",20
金,0,"(306, 452)","(17, 17)","(16, 17)","(0, 0)",20
銀,0,"(324, 452)","(17, 17)","(16, 17)","(0, 0)",20
録,0,"(342, 452)","(17, 17)","(16, 17)","(0, 0)",20
钞,0,"(360, 452)","(17, 17)","(16, 17)","(0, 0)",20
钢,0,"(378, 452)","(17, 17)","(16, 17)","(0, 0)",20
钥,0,"(396, 452)","(17, 17)","(16, 17)","(0, 0)",20
铁,0,"(414, 452)","(17, 17)","(16, 17)","(0, 0)",20
铺,0,"(432, 452)","(17, 17)","(16, 17)","(0, 0)",20
锁,0,"(450, 452)","(17, 17)","(16, 17)","(0, 0)",20
镑,0,"(468, 452)","(17, 17)","(16, 17)","(0, 0)",20
長,0,"(486, 452)","(17, 17)","(16, 17)","(0, 0)",20
长,0,"(0, 470)","(17, 17)","(16, 17)","(0, 0)",20
门,0,"(18, 470)","(17, 17)","(16, 17)","(0, 0)",20
问,0,"(36, 470)","(17, 17)","(16, 17)","(0, 0)",20
闲,0,"(54, 470)","(17, 17)","(16, 17)","(0, 0)",20
间,0,"(72, 470)","(17, 17)","(16, 17)","(0, 0)",20
阿,0,"(90, 470)","(17, 17)","(16, 17)","(0, 0)",20
际,0,"(108, 470)","(17, 17)","(16, 17)","(0, 0)",20
院,0,"(126, 470)","(17, 17)","(16, 17)","(0, 0)",20
除,0,"(144, 470)","(17, 17)","(16, 17)","(0, 0)",20
险,0,"(162, 470)","(17, 17)","(16, 17)","(0, 0)",20
随,0,"(180, 470)","(17, 17)","(16, 17)","(0, 0)",20
雅,0,"(198, 470)","(17, 17)","(16, 17)","(0, 0)",20
雨,0,"(216, 470)","(17, 17)","(16, 17)","(0, 0)",20
零,0,"(234, 470)","(17, 17)","(16, 17)","(0, 0)",20
雷,0,"(252, 470)","(17, 17)","(16, 17)","(0, 0)",20
電,0,"(270, 470)","(17, 17)","(16, 17)","(0, 0)",20
雾,0,"(288, 470)","(17, 17)","(16, 17)","(0, 0)",20
青,0,"(306, 470)","(17, 17)","(16, 17)","(0, 0)",20
非,0,"(324, 470)","(17, 17)","(16, 17)","(0, 0)",20
面,0,"(342, 470)","(17, 17)","(16, 17)","(0, 0)",20
鞋,0,"(360, 470)","(17, 17)","(16, 17)","(0, 0)",20
项,0,"(378, 470)","(17, 17)","(16, 17)","(0, 0)",20
顾,0,"(396, 470)","(17, 17)","(16, 17)","(0, 0)",20
题,0,"(414, 470)","(17, 17)","(16, 17)","(0, 0)",20
颠,0,"(432, 470)","(17, 17)","(16, 17)","(0, 0)",20
风,0,"(450, 470)","(17, 17)","(16, 17)","(0, 0)",20
餐,0,"(468, 470)","(17, 17)","(16, 17)","(0, 0)",20
馆,0,"(486, 470)","(17, 17)","(16, 17)","(0, 0)",20
首,0,"(0, 488)","(17, 17)","(16, 17)","(0, 0)",20
香,0,"(18, 488)","(17, 17)","(16, 17)","(0, 0)",20
验,0,"(36, 488)","(17, 17)","(16, 17)","(0, 0)",20
魔,0,"(54, 488)","(17, 17)","(16, 17)","(0, 0)",20
鸟,0,"(72, 488)","(17, 17)","(16, 17)","(0, 0)",20
